designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_visibility_periods_used,rv_chisq_pvalue,rv_time_duration,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 659773879372913152,659773879372913152,129.31503988505906,19.32057569645367,0.44934925159252803,7.716533293350806,-14.025881290853354,0.965198,19.085617,19.558987,18.5237,1.035286,0.4733696,0.56191635,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 661031819457685888,661031819457685888,130.5426795961714,19.174357883966447,3.082151901910247,-10.704454043096536,-27.941857956286178,1.0373744,18.553734,20.135866,17.324678,2.8111877,1.5821323,1.2290554,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 661034293358856576,661034293358856576,130.58078439552204,19.233955619053457,1.0124943215641906,-7.359642209707241,-6.0407198684757075,1.0718527,19.21284,20.610386,18.071089,2.539297,1.3975468,1.1417503,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 661220557500525568,661220557500525568,130.47136803890749,19.2194156095617,1.9256998614920482,-21.879906967556437,-22.07939891021051,1.0549276,19.476156,20.769325,18.384237,2.385088,1.293169,1.091919,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 661339201677146752,661339201677146752,130.92075695238242,19.760102728883187,0.2691788608819431,-3.7221995225188604,-7.791733294225091,1.0175011,19.081402,20.118923,18.14049,1.9784336,1.0375214,0.94091225,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 661353430904534144,661353430904534144,130.7268982543772,19.895759571665987,-1.2459729322466604,4.969365925196318,-6.494279114060441,1.018604,20.426676,20.642591,19.859478,0.7831135,0.21591568,0.5671978,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 661356312826929024,661356312826929024,130.68285768795022,19.881616012891797,0.831834144325105,-8.069264244784058,-17.385187687884905,1.0059658,19.093489,20.084202,18.110796,1.9734058,0.9907131,0.9826927,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 661409570421569664,661409570421569664,130.56444128288413,20.08147812469179,1.362120489683201,-0.33665954664188874,-3.627221229127694,1.0678582,20.271492,20.661615,19.707903,0.95371246,0.39012337,0.5635891,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659682409453103488,659682409453103488,129.9290072618083,18.79953589680484,,,,,21.374914,20.697205,18.758741,1.9384632,-0.6777096,2.6161728,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659682448109356032,659682448109356032,129.9185487360788,18.798131479396684,2.0373770553445225,7.7603274897969925,0.8888895228001115,1.0337224,14.598506,15.131012,13.920731,1.2102814,0.532506,0.6777754,50.648655,6.74268,13,11,,967.6314,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4783.6934,4.5647,0.287,475.2687,0.0699,0.0546,0.0285
Gaia DR3 659682478172582528,659682478172582528,129.92567698594348,18.80185633785026,-0.4205309537175259,-1.4771434689608358,-2.260309118448434,1.1095952,19.721556,19.85975,19.479137,0.38061333,0.13819504,0.24241829,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659682482469094016,659682482469094016,129.91728303133405,18.812795539060815,0.6554524203040198,-2.743892496779991,2.74808439796281,1.0253998,14.346513,14.660077,13.863711,0.79636574,0.3135643,0.48280144,26.441141,7.5232325,17,14,,935.927,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5700.814,4.1898,-0.6238,1200.0243,0.0123,0.0103,0.0056
Gaia DR3 659682482469154816,659682482469154816,129.92749464500739,18.8131229640714,,,,,21.213871,20.435457,18.961498,1.473959,-0.7784138,2.2523727,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659682551188572032,659682551188572032,129.89002178155346,18.803310517273957,1.6656464657810544,-2.7472919493636345,-11.75506537829475,1.0125787,14.85993,15.3151,14.242745,1.0723543,0.45516968,0.61718464,,,,,,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5000.885,4.559,-0.1625,586.5742,0.0553,0.0442,0.0234
Gaia DR3 659682619907094528,659682619907094528,129.878670531543,18.812468170590456,,,,,20.880724,20.889902,20.100473,0.7894287,0.009178162,0.78025055,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659682649971282688,659682649971282688,129.9085743723565,18.8078804644004,-0.08550153795283735,-2.3857840991942414,-2.8278154333102186,0.9642305,20.196852,20.390743,19.963558,0.42718506,0.19389153,0.23329353,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659682649971289984,659682649971289984,129.90613915731035,18.815183551891618,0.6965641956761646,-0.6045471896802185,5.208138238307959,0.99326265,19.182867,20.28183,18.135284,2.1465454,1.0989628,1.0475826,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659682649973123840,659682649973123840,129.89758368504823,18.8071903950848,-0.5219730459115504,-0.9649953425935773,-12.19747915375246,0.9682244,20.805845,21.435465,19.662333,1.7731323,0.6296196,1.1435127,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659682684331040256,659682684331040256,129.91542036903604,18.82764518947613,1.286488228857078,7.9636084956657385,-6.859504062937203,1.0014045,19.466408,20.726109,18.28939,2.436718,1.2597008,1.1770172,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659682753050515456,659682753050515456,129.90781080178607,18.824944952757615,2.042419428780014,3.4914390894819562,11.582864576130646,1.0040079,19.337883,20.661674,18.18331,2.478365,1.3237915,1.1545734,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659682757347000320,659682757347000320,129.90083849303136,18.83505043349588,1.672085894048126,-17.27583074964386,-5.900785350918689,1.0384897,19.171757,20.478739,18.0255,2.4532394,1.306982,1.1462574,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659682894786405760,659682894786405760,129.99459717589806,18.794966091288433,0.48730174389566056,1.2884481588063248,-2.798708021057195,0.9327869,20.509525,21.224442,19.30999,1.9144516,0.7149162,1.1995354,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659683027930301568,659683027930301568,130.0164859444994,18.812635910594196,-1.129010568195826,-15.510589011092307,-4.979363645634738,0.7907443,20.65483,21.656118,19.5769,2.079218,1.0012875,1.0779305,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659683135304121600,659683135304121600,129.95581447804403,18.80800589764382,1.0872037897439062,-2.0608557196372312,3.2367348956633233,1.2024378,14.779498,15.159504,14.21273,0.9467735,0.38000584,0.5667677,,,,,,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5456.7637,4.5519,-0.0399,730.4548,0.1295,0.1064,0.0567
Gaia DR3 659683165369235840,659683165369235840,129.96806314042604,18.8051525728059,1.1503042120415667,-1.4635919357800449,-4.972807791627634,1.0494477,20.154327,20.879942,19.133871,1.7460709,0.72561455,1.0204563,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659683165369237248,659683165369237248,129.97050833135776,18.816239786626177,-0.7193634516625552,-2.1472664004976707,-1.4694467475665633,1.0959306,20.186388,20.985924,19.073029,1.9128952,0.79953575,1.1133595,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659683204023597184,659683204023597184,129.9832655356468,18.809946673980505,0.7047502980856362,2.0905958957639394,-6.158463472848058,0.947268,16.494734,16.908964,15.923159,0.9858055,0.41423035,0.57157516,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5142.6885,4.536,-0.7543,1354.4708,0.0088,0.0071,0.0038
Gaia DR3 659683234088728320,659683234088728320,130.0057542854099,18.819935747267426,1.1522130636506986,-0.6296729665166385,-16.318493823520676,1.1019149,19.973722,20.850971,18.874884,1.9760876,0.87724876,1.0988388,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659683302806331776,659683302806331776,129.9797689570372,18.829271058549324,0.24334145725709497,-0.7982644544645592,-0.5899658276949833,1.0210774,18.450602,18.767431,17.97668,0.7907505,0.31682968,0.47392082,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5723.9165,4.6935,-1.0806,3496.7163,0.0088,0.0074,0.0041
Gaia DR3 659683302806332416,659683302806332416,129.9980403811079,18.830674197246275,0.479895963672725,-6.165377243045052,-13.580233071186651,1.184097,19.324537,20.506134,18.195751,2.3103828,1.1815968,1.1287861,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659683307102810368,659683307102810368,129.986473675074,18.83586332382893,3.4645873997629306,-32.61142884352445,2.407768467795574,0.98684686,16.222641,17.198055,15.25088,1.947175,0.9754143,0.97176075,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3903.8586,4.7781,-0.502,295.2237,0.5559,0.3932,0.2175
Gaia DR3 659683307102811264,659683307102811264,129.98668155420265,18.82941056612801,0.7435266438930735,-3.390501645192021,4.00720816880342,0.87935895,13.36075,13.799674,12.755773,1.0439014,0.43892384,0.6049776,39.45518,2.6110094,16,13,,967.6315,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 659683341462596992,659683341462596992,130.04013609263046,18.814167603613864,0.536806621213514,-5.446737185342612,-4.176305101600825,1.0591217,17.23359,17.817484,16.512068,1.3054161,0.5838947,0.7215214,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4787.8,4.792,-1.2652,894.8284,0.4346,0.3407,0.1847
Gaia DR3 659683444541762560,659683444541762560,130.0315958280113,18.833208570726782,2.187173702278524,-12.365794244853006,-0.011346785316707842,1.0327628,15.949763,16.889044,14.991761,1.8972826,0.9392805,0.9580021,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3655.3635,4.1761,-0.7357,468.2678,0.0981,0.069,0.0381
Gaia DR3 659683646404093824,659683646404093824,130.02435357969932,18.833237193710033,0.4935574808622707,2.1043297500190103,0.6618215760283017,1.0381011,19.976273,20.725185,19.049618,1.6755676,0.7489128,0.9266548,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659683680763465600,659683680763465600,129.99970220189303,18.84165947853805,0.6911841506906714,-3.904814599170506,-3.076821100957376,1.014937,18.031485,18.78096,17.211994,1.5689659,0.7494755,0.81949043,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4115.355,4.4834,-1.1,1368.3091,0.0518,0.0384,0.0206
Gaia DR3 659683715123219968,659683715123219968,130.00943811029813,18.855953998442267,2.146407805639965,-7.419039045633172,10.750128540057045,1.0167019,18.661484,19.949781,17.567091,2.3826904,1.2882977,1.0943928,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3497.229,4.9486,-0.7899,366.3608,0.5714,0.3822,0.2283
Gaia DR3 659683719419669248,659683719419669248,130.01292134603773,18.847465545390325,0.7844124249134892,-3.995089762938444,-1.1314700626212595,1.0133513,17.399982,18.015745,16.669691,1.3460541,0.6157627,0.73029137,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4533.0166,4.6445,0.1452,1276.026,0.0029,0.0022,0.0011
Gaia DR3 659683749482943872,659683749482943872,130.03195218867714,18.84390803828748,-0.9896771510048572,-5.4661274406179094,-19.312548698836377,1.040081,20.399319,21.387411,19.217726,2.1696854,0.9880924,1.181593,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659683818204286336,659683818204286336,130.0276330963741,18.85418974279104,,,,,20.847855,21.221382,20.104477,1.1169052,0.37352753,0.7433777,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659683891218365440,659683891218365440,129.94759138133423,18.81750829420416,1.175186591740231,1.0784527274684417,-4.850606232150461,0.97238547,19.68579,20.243881,18.967766,1.2761154,0.5580921,0.7180233,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659683921281610368,659683921281610368,129.95917681087522,18.815974600130037,2.140501724646506,-5.466734176888905,-24.397952676467806,1.0434723,18.082357,19.385845,16.972034,2.4138107,1.3034878,1.110323,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3486.3752,4.8675,-0.2454,414.5156,0.3932,0.2609,0.1622
Gaia DR3 659683925578568320,659683925578568320,129.9672890292189,18.8195125744546,,,,,20.785507,20.969028,20.063381,0.9056473,0.18352127,0.722126,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659683955641354496,659683955641354496,129.93257660205285,18.82199526802462,,,,,20.818449,21.01741,20.201231,0.8161793,0.19896126,0.617218,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684024360836480,659684024360836480,129.97072461328577,18.8273745712056,0.9461193342592096,-4.9026895150245515,-7.276458364004288,1.0352547,18.979992,19.558725,18.21295,1.3457756,0.57873344,0.76704216,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4348.7915,5.0783,-2.4186,927.4549,0.0026,0.002,0.0011
Gaia DR3 659684058720584064,659684058720584064,129.97077693290663,18.83732641464481,-0.17124836762801193,-3.5252903319791007,0.5471198109425429,1.7791855,19.263866,19.900038,18.397453,1.5025845,0.63617134,0.8664131,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684093080326400,659684093080326400,129.95345995943748,18.842052632641323,0.6702584675411675,10.53884295854727,-2.0479689945725927,0.96142596,19.110996,20.248186,18.08305,2.1651363,1.1371899,1.0279465,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684131736531712,659684131736531712,129.96708632969367,18.847130668183812,1.7031819781476816,22.306007661035906,-5.012676526342904,0.9746442,16.13363,16.7906,15.356313,1.4342871,0.6569691,0.777318,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4293.944,4.6729,-0.4584,536.629,0.0147,0.011,0.0059
Gaia DR3 659684166096317952,659684166096317952,129.9241799026109,18.836885132536327,0.4012301424080913,0.3161442775256149,-6.726771482005864,1.0219758,15.1898365,15.655363,14.558936,1.096427,0.46552658,0.6309004,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5155.5586,3.7482,-0.1264,1983.1329,0.2585,0.2081,0.1108
Gaia DR3 659684230519646464,659684230519646464,129.9057115806267,18.838510128576196,1.2648272232363693,-11.116465097767524,-18.109825452783785,0.99967176,19.686365,20.591177,18.553436,2.0377407,0.90481186,1.1329288,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684234815749632,659684234815749632,129.91540885102472,18.834582952293253,0.6788815365320896,-5.16715224639633,-34.30375973415833,1.0665759,17.15741,17.552563,16.571453,0.9811096,0.39515305,0.5859566,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5111.62,4.7657,-1.8198,1206.0752,0.0226,0.0183,0.01
Gaia DR3 659684234815794816,659684234815794816,129.91406844700447,18.837907137617353,0.35687816149105844,-7.634684494929012,-6.777738074536372,0.9951897,16.203981,16.524252,15.718074,0.8061781,0.32027054,0.48590755,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5661.2617,4.5196,-0.865,1528.0669,0.0078,0.0065,0.0035
Gaia DR3 659684264879024128,659684264879024128,129.91680627942637,18.84696217212534,5.323233361633954,-34.42171214114235,-11.592030603587979,0.9791417,18.15642,20.022886,16.865602,3.1572838,1.8664665,1.2908173,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3144.8027,4.9823,-0.0298,187.4309,0.774,0.4705,0.3304
Gaia DR3 659684299238768128,659684299238768128,129.93988538851877,18.852176151206898,1.1256374110058036,1.5844906135785048,-7.372590394062157,1.016356,19.138231,20.112326,18.093529,2.018797,0.9740944,1.0447025,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684367958255104,659684367958255104,129.942446008071,18.860435421286436,0.14102308115801157,-7.677240022747335,-6.977237899636908,1.0290236,19.670235,20.100065,19.37505,0.72501564,0.42983055,0.2951851,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684372254701184,659684372254701184,129.93452337219279,18.861607140610477,4.015540411058259,-1.3629071623830318,-20.382680151353707,0.97157913,14.316627,15.057548,13.480246,1.577302,0.740921,0.83638096,83.52554,4.2026505,14,11,,967.63153,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 659684372254701312,659684372254701312,129.9303494323675,18.855640728073006,0.7881329598839337,-5.331259192948679,1.5396287359911995,1.172697,16.552479,17.119768,15.84365,1.2761183,0.56728935,0.7088289,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4742.0044,4.6806,-0.4259,834.9018,0.2681,0.2093,0.1116
Gaia DR3 659684402318407168,659684402318407168,129.94574699228517,18.869051048349093,1.7046777044242816,-4.015110262247738,-6.244420239577263,0.9398039,20.483723,21.123316,19.66956,1.4537563,0.6395931,0.8141632,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684406614438016,659684406614438016,129.9428239114983,18.870427761636932,0.9197765230292798,-7.925000654486578,-4.602376303345958,0.98669666,15.001144,15.365732,14.47315,0.89258194,0.36458778,0.52799416,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5588.962,4.4735,-0.0615,955.4924,0.0016,0.0013,7.0E-4
Gaia DR3 659684471037471232,659684471037471232,129.9990191325692,18.861596207672324,0.25159548826178363,0.2470854829497776,-3.3201992896095476,0.9787421,19.726004,20.026026,19.305021,0.7210045,0.30002213,0.42098236,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684505397210624,659684505397210624,129.97969426070455,18.863195088471752,0.5326506302155721,-5.523261095734673,-2.2713141296748853,0.88848454,19.216887,20.179148,18.293003,1.8861446,0.9622612,0.92388344,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684544053389184,659684544053389184,129.994857497124,18.874377296113156,0.8668552355076916,-1.843359343092834,-10.763710821622702,1.0324275,17.035217,17.557928,16.33238,1.2255478,0.5227108,0.702837,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4610.586,4.6982,-0.65,986.7164,0.0202,0.0157,0.0084
Gaia DR3 659684608476443392,659684608476443392,130.03019360601598,18.88128765228402,0.47438043328196594,-1.2426736110565906,-0.9356104568740631,1.030313,18.964195,19.445715,18.341324,1.1043911,0.4815197,0.6228714,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4768.381,4.8726,-1.6692,2000.4498,0.003,0.0023,0.0013
Gaia DR3 659684612772865280,659684612772865280,130.01327031871878,18.879126375693478,0.9568283233923937,-3.1317639826014387,-14.013394705487011,1.0391431,16.016685,16.459028,15.403062,1.0559664,0.44234276,0.6136236,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5031.819,4.6926,-0.5531,813.1431,0.0813,0.0654,0.035
Gaia DR3 659684642836021632,659684642836021632,130.0046214959493,18.884793098637683,1.8396075518929056,-10.130309638126423,-20.17681388461398,1.0309237,12.444246,12.765147,11.9618025,0.8033447,0.32090092,0.4824438,69.60595,1.619113,18,14,0.026015319,967.63153,NOT_AVAILABLE,0,true,true,true,false,false,true,true,5685.462,4.1841,-0.2722,527.1857,8.0E-4,7.0E-4,4.0E-4
Gaia DR3 659684642836171520,659684642836171520,129.99988492772312,18.871071393297214,2.898185135579879,-13.327441832841398,-17.533542071203822,0.9935261,18.55287,20.002068,17.358847,2.643221,1.4491978,1.1940231,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3331.5728,4.8191,-0.3727,356.5524,0.6002,0.3851,0.2513
Gaia DR3 659684715852082816,659684715852082816,129.97254529802206,18.868086206253533,0.7669073609711706,6.80816526054711,-9.049474921913243,0.9806088,13.745755,14.236582,13.099235,1.1373472,0.4908266,0.6465206,-29.250116,2.27203,16,12,,967.63153,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 659684745917205248,659684745917205248,129.97738495742942,18.875530842891372,,,,,20.903154,21.036741,19.830069,1.2066727,0.13358688,1.0730858,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684780275141760,659684780275141760,129.95616620980803,18.886573081597597,0.30539603310410857,-1.3597908506945449,-1.3886150148848488,1.0228852,18.246183,18.615631,17.744476,0.8711548,0.3694477,0.5017071,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5457.033,4.7323,-1.1443,2726.4253,0.0027,0.0022,0.0012
Gaia DR3 659684784571559040,659684784571559040,129.95954604901056,18.88596859101933,1.1770189152120922,-3.2989054768019566,-13.295213931039502,1.0664874,15.415451,15.824167,14.844957,0.9792099,0.4087162,0.5704937,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5271.8774,4.6426,-0.5456,755.419,0.0732,0.0597,0.0319
Gaia DR3 659684814635202688,659684814635202688,129.9614762139867,18.889600492544567,2.6041671499495234,-24.75879011248246,-3.0094355587841437,1.0291464,19.514727,20.95093,18.359573,2.5913563,1.436203,1.1551533,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684818931295872,659684818931295872,129.97010876241896,18.895671726324835,,,,,20.00282,18.65646,17.10167,1.5547905,-1.3463593,2.9011497,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684818931296768,659684818931296768,129.96969599352053,18.885420594183817,1.1590268826213852,-1.8206859565137117,2.481368717880609,0.993038,15.5428095,15.966816,14.955858,1.0109577,0.42400646,0.58695126,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5097.175,4.6518,-0.6149,724.6959,0.008,0.0065,0.0035
Gaia DR3 659684922010049664,659684922010049664,129.98893863792642,18.898446989530843,,,,,21.042988,21.748325,19.893602,1.854723,0.7053375,1.1493855,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659684922010561536,659684922010561536,129.97450326627765,18.893084869002557,0.23143445302687893,-1.4198124618409171,-0.8848348316081793,1.0119274,16.618307,16.976147,16.162544,0.81360245,0.35783958,0.45576286,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5621.5923,4.6168,-0.6594,1642.3007,0.0045,0.0037,0.002
Gaia DR3 659685433110099328,659685433110099328,129.82851423945587,18.81593936679305,1.546875233133378,3.3639941829997047,-3.7127620610732834,0.9666545,19.525373,20.80868,18.46892,2.3397598,1.2833061,1.0564537,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659685570549055744,659685570549055744,129.8736820139485,18.818700987575014,1.1284318385809216,5.65081776232257,-12.07826134938242,1.155237,18.7481,19.708843,17.783794,1.9250488,0.96074295,0.9643059,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3535.4854,4.6505,-0.9251,666.6528,0.0135,0.0093,0.0052
Gaia DR3 659685570549494144,659685570549494144,129.8678167439764,18.816179745519527,1.9009277135108364,-0.13907863054831301,1.1825126659821956,1.1429335,20.678059,21.125404,19.754091,1.3713131,0.44734573,0.92396736,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659685570549641344,659685570549641344,129.862420684168,18.82260595352915,-0.187680714826413,0.1726821365753458,-5.809980426516595,1.0397388,20.47734,21.31524,19.277203,2.0380383,0.83790016,1.2001381,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659685574845547904,659685574845547904,129.8740950623272,18.824821801534963,0.6605421119139635,-3.847638630844652,2.3524887985665774,1.0975367,14.750286,15.008197,14.325125,0.6830721,0.25791073,0.42516136,,,,,,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6118.1973,4.2741,-0.42,1331.4753,0.0114,0.0098,0.0053
Gaia DR3 659685609205287296,659685609205287296,129.85552123709587,18.82019574501097,0.3785815900606083,4.125670408293132,-6.562922100660874,0.9552599,19.094597,19.471323,18.697922,0.77340126,0.37672615,0.3966751,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659685673628282496,659685673628282496,129.8860111385985,18.831812694428297,1.3804311291156377,9.633805701613312,-36.14760814248992,1.0617265,18.723915,19.903675,17.65821,2.2454643,1.17976,1.0657043,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3416.4236,4.892,-0.3166,511.9525,0.017,0.0113,0.0069
Gaia DR3 659685677925213824,659685677925213824,129.8745005346867,18.828971496477415,-0.7189579000210509,0.8064415052400158,-3.83867209977882,0.95973694,19.917465,20.151531,19.570496,0.5810356,0.23406601,0.3469696,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659685781003976448,659685781003976448,129.88888599795217,18.847731038591093,-0.01740243814325076,0.9768936860783681,1.4155602164136438,0.98245,16.79266,17.255884,16.163927,1.0919571,0.4632244,0.6287327,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,5170.6978,4.4531,-0.1038,1769.4731,0.2604,0.2095,0.1114
Gaia DR3 659685781003976960,659685781003976960,129.87919530016006,18.848989434944613,1.1589530108591772,-8.549996323305962,5.835908776044015,0.8814827,14.206877,14.5598135,13.686075,0.8737383,0.35293674,0.52080154,36.699387,5.6970387,15,13,,967.6315,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5705.1406,4.3775,-0.2116,724.8742,0.1678,0.1401,0.0752
Gaia DR3 659685811067664896,659685811067664896,129.83771074401002,18.822992420663905,0.9213758469493617,0.7059619250383681,-2.9450247286669367,1.0204197,20.409874,21.12252,19.520449,1.6020718,0.7126465,0.8894253,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659685811067666048,659685811067666048,129.84117553416093,18.829055003935448,-3.6292620006705443,-3.095630598606335,-0.6339978590322849,1.130575,20.55804,21.098618,19.568394,1.5302238,0.54057693,0.9896469,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 659685948506208896,659685948506208896,129.8681172683721,18.850135571011045,0.9063437091539821,-0.6878586967227807,-11.485405712664825,0.9451199,16.917356,17.654793,16.241087,1.4137058,0.7374363,0.67626953,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4430.1074,4.4093,0.446,1522.2695,0.0143,0.0107,0.0056
