source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
4251400762658499072,281.33236345377935,-9.449219987831384,0.15244942144735457,-4.150392001361959,-5.392960928804832,0.9639227,18.36354,19.193674,17.486958,1.7067165,0.83013344,0.8765831,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3920.1548,4.8656,-0.9394,797.9661,0.1192,0.0864,0.0464
4251400762658501120,281.3290023048134,-9.451427129842196,,,,,18.297234,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
4251400762658510080,281.3371217864395,-9.448093210462288,0.05688576952427733,-0.32436777528432104,-6.602044916022244,1.1440775,19.584627,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
4251400762658510208,281.33626440103984,-9.446006657979026,0.10403097538458267,-3.5705042648798253,-7.879240862730787,1.921749,17.39219,17.920744,16.198391,1.722353,0.528553,1.1938,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
4251400766953047168,281.3422268958542,-9.447613928073457,6.686024951287528,2.218222181508996,-5.722737029034178,1.0725433,20.367908,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
4251400766953056768,281.34062679148076,-9.448337650590108,1.867230895716242,-0.8238923537955607,-10.868680771401557,1.0200456,20.296303,20.923397,19.20372,1.719677,0.62709427,1.0925827,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
4251400766953074816,281.33945289945655,-9.448282972897026,1.1276788282526453,-5.067544659883776,-6.645496807596766,1.045283,19.644777,20.20452,18.241547,1.9629726,0.559742,1.4032307,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
4251400766953083008,281.33946436881337,-9.447709918623087,0.03464297815990707,-3.026248199368371,-6.682210647501013,1.1409589,20.164421,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
4251400766953084416,281.33757816130657,-9.448944641825872,,,,,20.694946,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
4251400766953084544,281.3379869643496,-9.448996394305052,1.0206022031044126,-2.4539996582892094,-5.941393736650717,1.0245222,19.419195,20.726496,18.286024,2.4404716,1.3073006,1.1331711,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
4251400766953093888,281.34088480710295,-9.445870545181233,0.12760566754879482,-1.759415225511124,-9.43929365813681,0.9136435,20.148888,20.240341,18.38461,1.855732,0.09145355,1.7642784,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
4251400766953096960,281.3398528910527,-9.446572733395463,-0.0783472665452269,-0.24323155730084584,-3.384260407771228,1.0272545,20.107841,19.907238,18.329374,1.5778637,-0.20060349,1.7784672,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
4251400766953106176,281.3346931341507,-9.450095916787228,0.18701607706302767,-7.717970294580776,-6.189022968578145,1.0259562,17.661856,18.718807,16.610554,2.1082535,1.0569515,1.051302,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,4372.0566,4.7056,-0.5652,609.703,1.7874,1.287,0.6935
4251400766953108480,281.3392744811641,-9.446385131435127,0.03233254898366519,0.6420099697022785,-2.0173640535710713,1.3726684,18.226437,18.757322,17.043493,1.713829,0.5308857,1.1829433,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
