designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_visibility_periods_used,rv_chisq_pvalue,rv_time_duration,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 4054221120543808000,4054221120543808000,265.05471949186614,-32.27213478750777,1.5221901936895224,0.3615695406743516,-0.651920729959105,1.0846767,20.590458,20.871296,19.184116,1.6871796,0.280838,1.4063416,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221120543814016,4054221120543814016,265.0539744812357,-32.27047130620012,,,,,20.935251,21.00064,18.90835,2.0922909,0.06538963,2.0269012,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221120556083968,4054221120556083968,265.0560667574051,-32.272671669656624,,,,,20.890469,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221120556156160,4054221120556156160,265.05916041800054,-32.27166300855561,1.8625243533097229,-1.9342906718381239,-5.1597574233933035,1.1447557,20.378477,22.44319,19.195824,3.247366,2.0647125,1.1826534,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221120557950976,4054221120557950976,265.0566499009148,-32.2709892478653,0.14523639369259156,-4.407468991887523,2.068160739491928,1.0166568,18.867125,20.226261,17.704414,2.5218468,1.3591366,1.1627102,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3819.533,4.2371,-1.5811,640.8087,2.6416,1.7787,0.9828
Gaia DR3 4054221150565563776,4054221150565563776,265.0663249660108,-32.26951359008367,0.4948755015618424,-0.6388919001304064,-1.470820156686694,0.98679304,16.617002,17.708912,15.572637,2.1362753,1.0919094,1.0443659,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 4054221150566670976,4054221150566670976,265.072261142051,-32.26877715474483,6.955410889222854E-4,0.36313205497652135,-1.1698343429874973,1.1586298,17.783512,19.033186,16.388447,2.6447392,1.2496738,1.3950653,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4054221150568372352,4054221150568372352,265.0635875921277,-32.26743792772529,0.19987548566840863,-0.7478593596339517,-2.534007337575291,1.0827187,19.368877,20.759274,17.960732,2.798542,1.3903961,1.4081459,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221150568377856,4054221150568377856,265.0679963572468,-32.258167518452744,0.123828602189856,-0.6438395056994322,-1.0365975624253774,1.2373946,18.769985,21.346788,17.098715,4.2480736,2.5768032,1.6712704,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221150573059840,4054221150573059840,265.0632775337329,-32.261924557230515,,,,,20.644146,21.597912,18.742653,2.855259,0.95376587,1.9014931,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221184932785536,4054221184932785536,265.042782477862,-32.26180440349135,0.04890289636829912,1.4907086973183543,0.2543906945410302,1.1899726,20.75946,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221150573059968,4054221150573059968,265.06380964528176,-32.26909555563743,0.083650858762262,-1.276057730286383,-2.6582977467176017,1.1022115,19.196829,20.800829,17.813911,2.9869175,1.6040001,1.3829174,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221150573062144,4054221150573062144,265.06727415950047,-32.26079739854629,,,,,20.469536,21.544556,18.870087,2.674469,1.0750198,1.5994492,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221150573062400,4054221150573062400,265.06797654343893,-32.26405721070133,-0.134492959659327,-4.653846617989461,-6.266187302994543,1.126274,19.755516,20.821144,18.01487,2.8062744,1.065628,1.7406464,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221150573062656,4054221150573062656,265.0685558698929,-32.2723778121991,0.21906938585864197,-0.26050841516391093,-1.963236989751961,1.1195555,20.174532,22.637196,18.37229,4.264906,2.4626637,1.8022423,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221150573063680,4054221150573063680,265.06965046690607,-32.273882572613125,-0.3284048962790459,-3.00887919681547,-7.845648482048265,1.0935047,20.045835,22.022633,18.293612,3.729021,1.9767971,1.752224,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221150573065344,4054221150573065344,265.07296329525354,-32.27094581378398,1.4427980928896356,-5.433648593434038,-7.597959236285659,1.0215874,20.229677,22.11464,18.496204,3.618435,1.8849621,1.7334728,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221150573065472,4054221150573065472,265.07323114208026,-32.26627058736806,0.6944836080315779,-4.000068954219049,-5.3269997462859076,1.2975134,20.165327,20.069065,18.416903,1.6521626,-0.09626198,1.7484245,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221150573066496,4054221150573066496,265.0742763214161,-32.26836835408758,-0.38454244092319134,-0.27763244614958377,-2.7728500598127375,0.9977594,19.879585,21.746471,18.321533,3.4249382,1.8668861,1.5580521,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221150579484672,4054221150579484672,265.0661131380106,-32.266861603278564,0.1062018359964363,-3.4403226853652127,-6.354154763888522,1.377181,17.396357,18.777643,16.004833,2.77281,1.3812866,1.3915234,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4054221154900160768,4054221154900160768,265.0706067195771,-32.27193214980332,1.3279940684214657,-5.1393666555438315,-4.5606556474556745,1.0761808,19.536556,20.67339,17.81779,2.8556004,1.1368332,1.7187672,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900162048,4054221154900162048,265.07142878783617,-32.271045509200434,-0.01724579185052523,-1.7962337781826023,-5.304576671751639,1.2141747,18.969154,21.188345,17.02672,4.161625,2.2191906,1.9424343,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900165376,4054221154900165376,265.0702033662142,-32.27114747904451,0.726559706118148,-1.6891097838215585,1.3053598653360854,1.0520774,19.811733,21.131119,18.36369,2.7674294,1.3193855,1.4480438,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900168576,4054221154900168576,265.06570602264566,-32.27428503012612,-0.4411187016908279,-1.4429508901594912,-9.558239539503868,1.159102,20.079878,21.757172,18.700207,3.0569649,1.6772938,1.3796711,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900169728,4054221154900169728,265.0702674485742,-32.27047116981183,1.7892464731080409,-3.7923694080574166,-4.794387424953034,0.9238277,20.298092,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900170112,4054221154900170112,265.07178977976383,-32.26876489436475,0.01464530465385411,-3.548597769905618,2.223813894699391,1.5373175,17.8214,20.089071,15.985167,4.1039047,2.2676716,1.8362331,,,,,,,VARIABLE,0,false,false,false,true,false,false,true,,,,,,,
Gaia DR3 4054221154900170624,4054221154900170624,265.0686834685398,-32.271633762219416,0.2440790151032336,-5.631585687864936,-6.675776912204276,1.0649163,20.185139,21.53647,18.816885,2.7195854,1.3513317,1.3682537,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900174080,4054221154900174080,265.0660422075417,-32.273103795665705,-0.5272833589539688,2.3056279260920407,-0.49536873461683906,1.2709985,20.244354,21.25678,19.349482,1.907299,1.0124264,0.89487267,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900179200,4054221154900179200,265.0692675791227,-32.269683465655355,0.6106239835563465,-2.013498128062609,-3.2394307109473,1.0219892,19.035742,20.586939,17.885466,2.7014732,1.551197,1.1502762,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900180864,4054221154900180864,265.07250015367634,-32.2668438048075,0.46426598144109044,-1.7344124561281518,-2.9320495922364596,0.88237,18.068256,19.154985,16.900997,2.2539883,1.086729,1.1672592,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4468.5933,4.2672,-1.5517,778.1989,3.2952,2.3161,1.284
Gaia DR3 4054221154900183936,4054221154900183936,265.0704805138602,-32.26765635842321,0.2930278057896873,-1.5270407531642594,-3.0888799593003515,1.0430708,19.626263,19.63515,18.22277,1.4123802,0.008888245,1.403492,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900192128,4054221154900192128,265.06434161900444,-32.271323976785204,0.6263401259597171,-1.050863434100402,-9.787076432737795,1.0699283,19.993986,21.891733,18.32376,3.567974,1.897747,1.670227,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900192256,4054221154900192256,265.0654118427751,-32.270390467868125,0.06405279695769985,-0.34708159265760685,-0.6057052563207226,1.121876,19.443691,21.376375,18.089464,3.286911,1.932684,1.3542271,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900203264,4054221154900203264,265.0634513914629,-32.26863422400314,,,,,20.911736,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900205568,4054221154900205568,265.0619338253157,-32.27013562192682,,,,,20.558022,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900205696,4054221154900205696,265.06107580950606,-32.27017053913287,0.07004821307633778,-0.5956815623166857,-1.6195374892729384,1.0977954,19.031654,21.901848,17.254698,4.64715,2.8701935,1.7769566,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900208128,4054221154900208128,265.06621378374655,-32.265633344386885,1.0559270566389025,-1.9831801947066654,-4.676012437450843,1.1094053,19.574404,20.453028,18.176579,2.2764492,0.87862396,1.3978252,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900210176,4054221154900210176,265.06404973227865,-32.267468214377374,,,,,20.374847,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900210944,4054221154900210944,265.0606006662315,-32.26978674639612,0.7241747826412537,-0.5260477094539958,-2.367365505421846,1.2149312,19.649704,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900217472,4054221154900217472,265.0625630843305,-32.266224127231986,0.5620526955980433,0.22503971242990578,-5.1976383196148275,1.01367,17.606676,18.77796,16.54738,2.2305794,1.1712837,1.0592957,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4746.706,4.3896,-1.3321,801.3952,2.947,2.1316,1.1787
Gaia DR3 4054221154900220416,4054221154900220416,265.06298842225794,-32.26520375432594,0.10344074609402809,1.420892623834686,-0.20950053767978719,0.9921084,19.61244,20.907833,18.167356,2.7404766,1.295393,1.4450836,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900231680,4054221154900231680,265.068999839586,-32.25945668038954,0.010632253622954724,-1.9230210956149374,-5.1664171010929305,1.0966411,19.017403,20.920145,17.764029,3.1561165,1.9027424,1.2533741,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900232448,4054221154900232448,265.0612276469236,-32.265475174768476,0.0899338498567405,-4.041033083408751,-8.10030576107365,1.199462,18.274467,22.597466,16.501991,6.0954742,4.322998,1.7724762,,,,,,,VARIABLE,0,false,false,false,true,false,false,false,,,,,,,
Gaia DR3 4054221154900232960,4054221154900232960,265.0602415624284,-32.26607711182998,-5.341871471802688,-0.25870856697756217,-1.8403874785235241,4.5357146,19.022825,20.678028,17.017746,3.6602821,1.6552029,2.0050793,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900233088,4054221154900233088,265.06051065588844,-32.26604573173504,,,,,19.330378,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900240512,4054221154900240512,265.05831848783555,-32.265649565634355,-0.5995005443408814,-6.06259227799832,-2.5384652427651972,1.1775596,20.04674,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900240640,4054221154900240640,265.0583067948039,-32.26534679728348,-0.3595427960244002,-1.6888195241337083,-3.0834491457940447,0.97308,19.371159,21.03386,17.669445,3.3644142,1.6627007,1.7017136,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900244992,4054221154900244992,265.06404856282745,-32.26002881147566,,,,,20.655876,19.814861,18.553911,1.2609501,-0.84101486,2.101965,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154900245120,4054221154900245120,265.0635682047514,-32.26012521005537,0.7033220553189453,0.054533995193064566,-2.9347390816597643,1.0965798,20.192856,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154901196800,4054221154901196800,265.0654490967109,-32.26921800887289,0.5713861456088599,2.3670039981409063,-0.5485584803739946,0.9440882,18.216644,19.415648,17.063011,2.3526363,1.1990032,1.1536331,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4027.4756,4.2483,-1.8212,543.2729,2.5527,1.7615,0.9696
Gaia DR3 4054221154901204608,4054221154901204608,265.0585456812263,-32.26626852798275,0.44511375405944525,-6.065299229334835,-7.167232177568571,1.1490325,20.077282,,18.605415,,,1.4718666,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903510912,4054221154903510912,265.0698996219619,-32.274360157148315,-2.7695971941431763,5.346345827753744,4.545011099920411,1.3601478,20.43927,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903511424,4054221154903511424,265.067916058728,-32.27524988290595,0.24453840381043052,-4.677316561736665,-3.1814919403046833,1.0918099,20.485483,21.415161,19.031832,2.3833294,0.92967796,1.4536514,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903514880,4054221154903514880,265.0699385250474,-32.27287436843195,,,,,20.864054,,19.429903,,,1.4341507,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903522816,4054221154903522816,265.07107821812383,-32.27014861385818,,,,,20.883743,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903523328,4054221154903523328,265.0725842859064,-32.269205915230586,,,,,21.097263,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903524608,4054221154903524608,265.07616636889,-32.26695979069499,,,,,20.96299,22.286018,19.932938,2.3530807,1.3230286,1.0300522,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903525760,4054221154903525760,265.06631844467404,-32.27225127590736,,,,,21.281301,,18.907837,,,2.3734646,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903525888,4054221154903525888,265.0660324848103,-32.27209268635716,,,,,21.046597,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903526528,4054221154903526528,265.0682787811282,-32.270662798955215,0.48410227316869087,0.1400349271444652,-1.008033657793759,1.140629,20.345366,22.660585,19.281118,3.379467,2.3152199,1.0642471,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903548288,4054221154903548288,265.0668265848234,-32.26472220897275,0.5603420191497779,-0.20987489669941195,-2.6055721948645765,1.5014478,20.286043,21.240238,18.86686,2.3733788,0.954195,1.4191837,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903549952,4054221154903549952,265.06055726655757,-32.2677421212154,,,,,20.779238,20.987692,19.140232,1.8474598,0.20845413,1.6390057,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903554304,4054221154903554304,265.0649331829267,-32.263927273978936,,,,,20.78878,20.76112,19.540543,1.2205772,-0.02766037,1.2482376,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903557888,4054221154903557888,265.0618341408749,-32.26395276424239,,,,,21.010315,24.208023,19.643284,4.564739,3.1977081,1.3670311,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903563776,4054221154903563776,265.06632829464013,-32.25972230945242,0.25214049382587467,-3.6218142877523647,-8.061880644068522,1.1266408,20.359783,21.31347,18.792055,2.5214157,0.95368767,1.567728,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154903567104,4054221154903567104,265.0620660068526,-32.260800407251786,0.8285654092013391,3.3757249402395293,-0.2698656907537319,1.0705872,20.40727,21.298649,19.14687,2.1517792,0.8913784,1.2604008,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154904181120,4054221154904181120,265.0658231665852,-32.271367067933994,,,,,,,19.7321,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154904184832,4054221154904184832,265.068476663699,-32.26512572899189,0.6174668330774821,-0.1604427747736176,-4.898170819543912,1.0351392,20.025064,19.3642,18.213179,1.151022,-0.6608639,1.8118858,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154904185856,4054221154904185856,265.06982322416593,-32.263276862224274,,,,,20.338646,20.726635,18.185299,2.541336,0.38798904,2.153347,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154904187904,4054221154904187904,265.06299076144586,-32.264765706815076,,,,,20.92678,,18.5691,,,2.3576813,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154904189952,4054221154904189952,265.06829060812834,-32.25985424340819,,,,,20.97947,22.529222,19.237402,3.2918205,1.5497532,1.7420673,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154904347392,4054221154904347392,265.06891283132586,-32.26044865308538,,,,,20.828678,21.431002,19.824049,1.6069527,0.60232353,1.0046291,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154904349312,4054221154904349312,265.06509847777767,-32.27226054397197,,,,,20.627745,21.818064,19.04252,2.7755432,1.1903191,1.5852242,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154904474368,4054221154904474368,265.0688227991285,-32.27277789901286,,,,,21.101656,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154915413888,4054221154915413888,265.0689935791153,-32.274783988459674,0.45165760915335074,-1.8781138117011709,-0.19610682454834938,1.0361326,17.071142,19.25894,15.63781,3.62113,2.1877975,1.4333324,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,4653.2695,3.1158,0.5037,1162.599,6.922,4.5141,2.4958
Gaia DR3 4054221154915415936,4054221154915415936,265.066866883127,-32.27515719562518,-0.2835683887210679,-3.97890565805219,-6.301697253440201,1.4310493,18.620226,21.04702,16.964352,4.0826683,2.426794,1.6558743,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3894.0833,0.7033,-0.6996,10349.873,9.9992,5.937,3.496
Gaia DR3 4054221154915416576,4054221154915416576,265.071446725396,-32.27067417334999,,,,,20.09187,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154915422080,4054221154915422080,265.07504285699014,-32.26472521182896,1.284145326495727,1.3174783216627088,1.715123447707796,3.1338718,18.12521,19.204195,16.509342,2.6948528,1.0789852,1.6158676,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4054221154915425920,4054221154915425920,265.07021405041,-32.26553939639176,2.075521184243196,-0.6471847700650113,-5.620450417164712,2.940152,10.174797,10.260743,9.999617,0.26112652,0.08594608,0.17518044,-7.751997,2.7357345,16,8,0.5310823,794.8081,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 4054221154915426688,4054221154915426688,265.06672330047513,-32.2672883486701,0.33307035542246954,0.1865147813371154,-0.9437884638068024,1.0362822,14.935453,16.140417,13.822573,2.3178444,1.2049637,1.1128807,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,7319.5327,2.2631,-0.9104,9030.446,4.6761,3.6014,2.0072
Gaia DR3 4054221154915428352,4054221154915428352,265.06159928420647,-32.27014484701274,0.9631681856588468,-2.005791834307332,-4.787507799540313,1.6284474,19.393229,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154915430784,4054221154915430784,265.06943976717076,-32.26175576741846,0.17170088515812493,-2.022172914664915,-3.837804497359402,1.2776177,17.29522,20.606632,15.486202,5.12043,3.3114128,1.8090172,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 4054221154915437824,4054221154915437824,265.0635604131313,-32.26077075340112,0.36599694485469764,0.16337676721257588,-1.1081951466919442,1.0160418,15.719414,16.877443,14.620692,2.256751,1.1580296,1.0987215,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,8600.309,2.593,-0.7609,9731.562,4.9931,3.9577,2.2179
Gaia DR3 4054221154915438208,4054221154915438208,265.06029181038554,-32.2631996049846,-0.10283162552905731,0.3939843658829855,-2.5270495947568055,1.0967568,19.573631,21.06562,18.159607,2.9060135,1.4919891,1.4140244,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154915820672,4054221154915820672,265.07484300480064,-32.26558839364168,,,,,20.864174,20.347944,18.715328,1.632616,-0.5162296,2.1488457,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154915822848,4054221154915822848,265.06993657950306,-32.263495744430124,,,,,20.205006,19.879805,18.040865,1.8389397,-0.32520103,2.1641407,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154917663744,4054221154917663744,265.06349499359806,-32.271073290682125,,,,,20.394327,20.57244,18.621254,1.9511852,0.17811203,1.7730732,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154917685760,4054221154917685760,265.06840254392296,-32.265902692193386,,,,,20.497185,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221154917687808,4054221154917687808,265.06272169663777,-32.27249355516114,2.0908914501216844,0.48003300626359846,-1.3786369908032812,1.1328291,20.388842,21.686974,18.522757,3.164217,1.298132,1.866085,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
