designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_visibility_periods_used,rv_chisq_pvalue,rv_time_duration,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 4054221223623077760,4054221223623077760,265.058655232545,-32.252935457923655,1.0057220646875629,0.34385375799038,-1.3524199051927819,1.1153833,20.20172,21.601212,19.031013,2.570198,1.3994923,1.1707058,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223623081216,4054221223623081216,265.0482482269152,-32.25771617668271,-0.06747352781839819,-0.3493952126322276,-0.46460840454730573,0.8458028,17.055641,16.99576,15.356843,1.638917,-0.05988121,1.6987982,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4054221223623084032,4054221223623084032,265.0585302930092,-32.25083811760579,,,,,20.975449,19.615019,19.233725,0.38129425,-1.3604298,1.741724,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223623085696,4054221223623085696,265.05312333506606,-32.25336492766641,,,,,20.973011,,17.409334,,,3.5636768,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223623093376,4054221223623093376,265.05804899550515,-32.24877204393341,,,,,20.676886,21.835972,19.457134,2.3788376,1.1590862,1.2197514,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223623095296,4054221223623095296,265.0528263697678,-32.25020208921746,-4.410434829867123,3.22431980594195,-0.869372892400788,1.1633073,20.57412,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223623100032,4054221223623100032,265.05789353918533,-32.245991532136216,-0.9606541325431397,-1.9853815560108707,-4.538567821781351,1.1533132,20.673374,20.726238,19.525572,1.2006664,0.052864075,1.1478024,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223623670016,4054221223623670016,265.06292530114564,-32.257579733117204,,,,,,,19.244108,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223623670528,4054221223623670528,265.0648381615464,-32.255100710195364,,,,,20.958273,21.740372,19.864603,1.8757687,0.78209877,1.0936699,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223623673600,4054221223623673600,265.06237597854147,-32.250618848476286,,,,,20.788069,21.699696,19.729721,1.9699745,0.9116268,1.0583477,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223623822720,4054221223623822720,265.0481172584768,-32.254195289106924,-0.44218125225179106,0.48745339426070894,-0.6089354840959819,1.0944684,19.59331,18.873646,17.64582,1.2278252,-0.7196636,1.9474888,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223624651008,4054221223624651008,265.0494071532201,-32.258119797536914,-0.3384979023056093,-1.8286573540753723,-3.405399383819606,0.96815264,18.974537,19.098232,17.527681,1.5705509,0.12369537,1.4468555,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223634918144,4054221223634918144,265.06570752493764,-32.25622455150755,0.13998535415991079,-0.7384896153638932,-2.77551707515456,1.0963693,,,18.134335,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223634920064,4054221223634920064,265.06212423684684,-32.25842207501979,,,,,20.801619,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223634920192,4054221223634920192,265.06146940959087,-32.25850525989326,0.9674776858140606,-3.1328848248858345,-2.526182935955055,1.0194147,17.026186,17.857027,16.138218,1.7188091,0.83084106,0.88796806,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4345.904,4.4711,-0.1395,928.2933,0.724,0.5312,0.2836
Gaia DR3 4054221223634921472,4054221223634921472,265.06104637879406,-32.25726246763326,0.37883618041913436,0.1936106170244027,-1.001140910695951,0.9978458,16.069212,17.262627,14.97226,2.2903662,1.1934147,1.0969515,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 4054221223634922368,4054221223634922368,265.0616222905286,-32.25625053550794,1.9300182373528325,-0.7618402745900605,-5.246024980094401,1.5482117,17.285494,18.06634,15.537075,2.5292645,0.78084564,1.7484188,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4054221223634927872,4054221223634927872,265.06118943519516,-32.25269919951378,0.929615038337263,-1.099894045633907,-0.7395394922343951,1.0257349,17.885914,19.104586,16.719656,2.3849297,1.2186718,1.1662579,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4754.496,4.7106,-0.8536,561.2573,3.0092,2.1677,1.1901
Gaia DR3 4054221223634928256,4054221223634928256,265.056844923777,-32.255436916148476,0.4478544145434171,1.509320567305911,-1.1608767958693127,1.2973777,16.206438,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223634941568,4054221223634941568,265.05317438312284,-32.24760969707059,0.19246997246006337,-4.098697531477186,-10.842292548354107,1.2721223,19.106209,22.432182,17.37406,5.0581226,3.3259735,1.7321491,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223635301760,4054221223635301760,265.0576394536863,-32.26308832458732,5.431388078671266,-6.907513234373328,-4.560339325166936,1.016421,20.57681,21.483799,19.080706,2.4030933,0.90698814,1.4961052,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223635302656,4054221223635302656,265.06269922429595,-32.25825816685242,,,,,21.011457,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223635304064,4054221223635304064,265.06182470314883,-32.25176693788308,,,,,20.677103,21.668613,19.241875,2.4267387,0.9915104,1.4352283,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223635305472,4054221223635305472,265.0592583061266,-32.248856208560646,-2.654574883632001,-6.130124446855486,-5.762653761480828,1.2252488,20.475449,21.38641,18.80534,2.58107,0.91096115,1.6701088,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223635822336,4054221223635822336,265.05398825157056,-32.263558395151385,,,,,20.751947,,20.125008,,,0.6269398,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223635824000,4054221223635824000,265.05376007103587,-32.25931514265983,,,,,20.710144,21.93931,19.87954,2.0597706,1.229166,0.83060455,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223637178496,4054221223637178496,265.05328665710715,-32.263035310770775,-1.4314426975046652,-4.668605123739958,-5.846423048797424,1.0629579,20.457022,19.274187,18.938217,0.33596992,-1.1828346,1.5188046,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223637182080,4054221223637182080,265.0631950576408,-32.2560302970567,,,,,20.705713,19.733498,18.187817,1.545681,-0.97221565,2.5178967,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223637189888,4054221223637189888,265.05751903291065,-32.25946568221151,1.169325598200897,9.260318595903499,-3.768696207923087,0.98983735,20.079512,21.166508,18.712313,2.454195,1.0869961,1.367199,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223637196416,4054221223637196416,265.04817578793,-32.25604788490641,,,,,19.943295,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223637198976,4054221223637198976,265.0477219041457,-32.25715193440086,,,,,17.73622,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221223637199104,4054221223637199104,265.0475204145509,-32.256859474345546,,,,,18.1714,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221425450955648,4054221425450955648,265.0464375185972,-32.2356730768988,-0.7689176115687323,-1.0410962470930294,-0.05895117004717412,1.133393,20.374186,21.319038,18.792318,2.52672,0.9448528,1.5818672,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221391091210752,4054221391091210752,265.03252156816546,-32.251702376298184,,,,,20.801144,18.488447,19.381456,-0.8930092,-2.3126965,1.4196873,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221391091213696,4054221391091213696,265.03754306262283,-32.26134784441875,0.43472254228224433,1.0331809752244892,-4.6474841438732035,1.1038541,19.951427,21.768322,18.546183,3.2221394,1.8168945,1.4052448,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221391091214592,4054221391091214592,265.0406659088299,-32.255294123347994,0.3035063666232883,-0.9879096430072515,-2.947773663887799,1.077748,16.144833,17.337307,15.046444,2.290863,1.1924744,1.0983887,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 4054221391091215360,4054221391091215360,265.0413402684907,-32.25326552337546,0.8717700468454149,0.6569613588002046,-3.0947039770266316,0.9768668,18.890268,20.808525,17.607588,3.2009373,1.9182568,1.2826805,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3634.7068,4.0847,-1.0947,402.6238,5.0236,3.1698,1.8064
Gaia DR3 4054221391091215616,4054221391091215616,265.04149860784963,-32.25472785678612,0.2509535804004578,-4.338175843849764,-4.088427492818297,1.0364507,19.623222,21.061874,17.920725,3.1411495,1.438652,1.7024975,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221391101831424,4054221391101831424,265.03953721575357,-32.25672320168713,0.360767573841467,-0.11788204024146862,-1.6034218464567624,0.9978495,18.81412,19.904894,17.688725,2.2161694,1.0907745,1.1253948,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395418507520,4054221395418507520,265.0390622988966,-32.25861864856162,0.30146213963753116,-0.677318951712728,-1.7103772309389826,1.0363562,20.024765,21.348299,18.964088,2.3842106,1.323534,1.0606766,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395418519424,4054221395418519424,265.0375019798779,-32.25586034783578,1.6692523790132152,-1.7057137021194855,-3.8988141352720485,1.1592815,19.846823,21.359894,18.31864,3.041254,1.5130711,1.528183,,,,,,,VARIABLE,0,false,false,false,true,false,false,false,,,,,,,
Gaia DR3 4054221395418548608,4054221395418548608,265.03193743499224,-32.252873314724745,1.5098506430754899,-0.8222540922821834,-1.4123868812169467,1.0342547,19.897429,22.337328,18.424774,3.9125538,2.4398994,1.4726543,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395418554240,4054221395418554240,265.0351741022435,-32.248719137409864,-0.7014702814673546,-1.4877757648197751,-4.101042357912741,1.0809124,19.566269,21.871069,17.807428,4.0636406,2.3048,1.7588406,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395419393408,4054221395419393408,265.03604385766226,-32.2553704593531,0.12933395913460194,2.3903743392651475,-5.808995918594808,1.0186172,20.241951,21.397062,19.220705,2.1763573,1.1551113,1.021246,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395421784448,4054221395421784448,265.0384572828059,-32.259894640656476,,,,,20.676197,21.791967,19.494507,2.2974606,1.1157703,1.1816902,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395421785472,4054221395421785472,265.03727083735043,-32.260202076961264,4.357716113843318,-2.7975501153083653,-2.8308321193880603,1.3139155,20.734442,23.15917,20.02235,3.1368198,2.4247284,0.71209145,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395421786496,4054221395421786496,265.0409316115181,-32.25731769629063,,,,,20.50811,20.917418,19.054808,1.8626099,0.40930748,1.4533024,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395421789440,4054221395421789440,265.0415932194933,-32.25598196950931,,,,,21.03517,20.69574,19.077919,1.6178207,-0.33942986,1.9572506,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395421791360,4054221395421791360,265.04365709785776,-32.25395129629165,,,,,20.604141,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395421802496,4054221395421802496,265.0372489006177,-32.25414032536676,1.0497358110867878,7.472617918060652,-0.10181366153757636,1.1255214,20.568974,21.483742,18.990341,2.4934006,0.9147682,1.5786324,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395421817216,4054221395421817216,265.0343918518113,-32.25124255514402,5.435982647183102,-1.4032343986072189,-0.6993891124982472,1.0514776,20.650505,21.701893,19.394794,2.3070984,1.0513878,1.2557106,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395421819392,4054221395421819392,265.0374517328745,-32.249054827597845,0.39246939163902517,2.3392864624842007,-6.482434213711155,1.0458941,18.66079,19.924019,17.544378,2.3796406,1.2632294,1.1164112,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3935.8792,4.8502,-1.1416,520.8715,2.1144,1.4561,0.794
Gaia DR3 4054221395421832832,4054221395421832832,265.0351058386532,-32.24681254293562,-0.2157397772470696,0.9224330747245364,-2.0383313231003934,1.0040092,19.519295,20.75935,18.526052,2.2332973,1.2400551,0.99324226,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395422430464,4054221395422430464,265.0422857863806,-32.25706439096008,-0.1231816098959197,-0.25596085275776337,-3.9932239232127493,0.9260907,19.88946,19.479204,18.593328,0.8858757,-0.41025543,1.2961311,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395422513408,4054221395422513408,265.03336555259284,-32.25417255025471,,,,,20.897358,,19.957455,,,0.93990326,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395433642496,4054221395433642496,265.03615841036117,-32.25387950076755,0.32313995894263237,0.14578714902184509,1.237361988547017,1.0240192,15.462418,18.243595,14.004453,4.2391424,2.7811775,1.4579649,-57.286835,3.0519655,23,12,,964.56165,NOT_AVAILABLE,0,true,false,false,false,false,false,true,6926.8174,2.1862,-0.0092,2875.97,9.7177,6.5392,3.8141
Gaia DR3 4054221395433645568,4054221395433645568,265.0366822121617,-32.25135223463983,0.6508928537598925,-2.5104651595247454,-5.6883634749176695,1.2671655,19.7015,21.720242,17.757538,3.9627037,2.0187416,1.9439621,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395433645696,4054221395433645696,265.0362973277494,-32.25158045669628,1.1349770621000725,-2.6154973254112366,-3.3289009806571963,1.1890956,19.909761,,18.306,,,1.6037617,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221425450955776,4054221425450955776,265.04699905912463,-32.237785396047,0.2347942723094484,-0.867730776438688,-4.407969202235984,1.497672,19.362429,20.73089,17.773705,2.9571857,1.3684616,1.5887241,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221425450957568,4054221425450957568,265.0506794196754,-32.241167828091804,-0.6550027596132545,0.9418893908293036,-6.723750633721553,1.0855231,19.601467,21.464218,17.953096,3.5111217,1.862751,1.6483707,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395433650944,4054221395433650944,265.03525149026086,-32.249046815711516,1.0642245516917375,0.7557885827099953,-0.7176929327714832,1.055707,20.1466,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395433998208,4054221395433998208,265.0392075562016,-32.25793007964751,,,,,20.699728,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395433998720,4054221395433998720,265.04296127836335,-32.25492567600953,1.2939698905220756,-5.973357810245551,-6.429203995876335,1.0641525,20.000116,19.439478,18.16519,1.2742882,-0.5606384,1.8349266,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221395433998976,4054221395433998976,265.0382130892987,-32.255592044229,1.703394273719682,-3.9867149900740095,-3.4563524539325226,1.1841134,20.152958,21.240229,18.786524,2.4537048,1.0872707,1.3664341,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221425443484416,4054221425443484416,265.0417352261144,-32.24850447896383,2.0936716300281293,-0.30873523216472826,1.8509266062276428,1.5346134,19.70948,21.320898,18.211498,3.1093998,1.6114178,1.497982,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221425443485696,4054221425443485696,265.0393382290646,-32.24725703020069,0.8076523026429695,0.5221087261802693,-1.8914724339644249,0.8767337,18.550901,20.089672,17.221214,2.8684578,1.5387707,1.3296871,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4562.2715,4.6568,-0.4163,381.8122,5.5195,3.6879,2.048
Gaia DR3 4054221425443488384,4054221425443488384,265.0455775375471,-32.246979876375,1.0409222668463847,-2.910484322581656,-5.020393361149757,0.9865273,17.061443,17.712332,16.145452,1.5668793,0.65088844,0.9159908,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4032.4092,4.2897,-1.8601,708.6428,0.0061,0.0045,0.0024
Gaia DR3 4054221425443500928,4054221425443500928,265.0432650595164,-32.237990582447196,0.8379732172282583,0.9186494932906285,-1.4727093521208392,0.9787831,17.358707,18.13757,16.477848,1.6597214,0.778862,0.8808594,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4152.1064,4.5533,-1.22,792.9769,0.4924,0.3626,0.1951
Gaia DR3 4054221425446299264,4054221425446299264,265.0378210187146,-32.24128586749607,-0.021912262062993862,-2.376257247550238,-9.516689209629645,1.2384909,18.17087,20.30617,16.408762,3.8974075,2.1352997,1.7621078,,,,,,,VARIABLE,0,false,false,false,true,false,false,true,,,,,,,
Gaia DR3 4054221425446518528,4054221425446518528,265.0515011054289,-32.24728559734856,0.31424703281275507,-2.3040388123171733,-3.818004783732139,1.040115,19.547565,21.75393,17.809965,3.943964,2.2063637,1.7376003,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221425450954496,4054221425450954496,265.0426332991236,-32.23618084491509,,,,,20.86735,23.711391,19.582773,4.1286182,2.8440418,1.2845764,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221425450955520,4054221425450955520,265.0460084179238,-32.24540047021066,0.15025024166145493,1.7268775424975331,0.6560539801313177,1.0676104,18.896793,21.368097,17.401962,3.966135,2.471304,1.4948311,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221425450960640,4054221425450960640,265.0547782963766,-32.244415887084934,0.47789149858301777,-5.787335363993892,-4.740383021893196,1.0885789,19.286959,21.322052,17.63157,3.6904812,2.0350933,1.6553879,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221425461571072,4054221425461571072,265.04558458328177,-32.24619911343426,0.3534154075942446,-0.08439818897485489,0.8429156419988915,1.0222809,17.96464,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778246016,4054221429778246016,265.05045759993385,-32.249238859775275,1.941860259382704,-2.030269222015168,-5.7079136094974405,0.98673874,18.731249,20.91553,17.39176,3.5237694,2.1842804,1.339489,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,2993.854,4.7849,0.5814,292.14,0.4993,0.2917,0.2322
Gaia DR3 4054221429778248576,4054221429778248576,265.04469591555306,-32.25326519699844,1.5070901921961437,-3.238338769067141,-6.141750803987771,1.0919001,19.451363,19.57163,17.411463,2.1601677,0.12026787,2.0398998,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778249472,4054221429778249472,265.0515530128544,-32.24701355190345,,,,,20.811707,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778258176,4054221429778258176,265.0422449291906,-32.251993905841395,-1.3207715427024382,-4.2586901335506475,-0.23547430591865026,1.3244349,20.054087,21.387333,18.22959,3.1577435,1.3332462,1.8244972,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778265472,4054221429778265472,265.0464312212692,-32.24708534440967,,,,,20.845,21.05407,18.565245,2.4888248,0.2090702,2.2797546,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778265600,4054221429778265600,265.04545612165845,-32.247579126134646,0.028748083104257034,-0.5392094219025398,-4.081306623321792,0.9615933,19.3647,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778279680,4054221429778279680,265.042240745105,-32.246494411747825,1.3133532520099027,-0.29535114074087915,-5.94051492714669,1.0989211,19.294268,20.896517,17.995384,2.9011326,1.6022491,1.2988834,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778283008,4054221429778283008,265.0389081183128,-32.24785363533271,0.29102971415554046,-1.5692951859583038,-1.3879610273880916,0.94233465,18.744175,20.173323,17.526354,2.6469688,1.4291477,1.2178211,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778287104,4054221429778287104,265.04584393996373,-32.24156832455714,0.6734404287123282,-1.043571345248528,-1.141687024098653,0.93072504,19.350542,20.49797,18.261322,2.2366486,1.1474285,1.08922,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778293504,4054221429778293504,265.04232797144385,-32.242689781428524,0.962307005502607,-2.475138133081621,-5.626266988494766,1.0795896,19.188845,20.50857,17.976072,2.5324974,1.319725,1.2127724,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778294528,4054221429778294528,265.03708986353223,-32.246514616048,-0.5541039395697028,-1.303717399110631,-2.6329007376460942,1.105838,19.714216,21.175262,18.081776,3.0934868,1.4610462,1.6324406,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778302848,4054221429778302848,265.0437092735032,-32.23887358958016,0.10440000603348787,-1.147536569784173,-2.591941105877595,0.92826563,18.036768,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778302976,4054221429778302976,265.04405126934483,-32.23885460082607,1.8515032687911708,-3.344996538500268,-5.702706633312469,4.912191,17.44938,18.217947,15.898316,2.3196306,0.76856613,1.5510645,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 4054221429778303360,4054221429778303360,265.04437545283093,-32.23841292579652,1.6008925966440286,-1.7025437124538412,-2.1512590431341456,1.1358174,19.764233,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429778313344,4054221429778313344,265.0422567708889,-32.23680666677463,0.04057127578236278,2.850745645435977,0.7100248111209155,1.0361364,,,18.94642,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429779131904,4054221429779131904,265.0532913588555,-32.241314868205976,0.8202251857614596,0.022386859162446843,-3.408521980259597,1.0300303,16.325922,17.246874,15.372368,1.874506,0.92095184,0.95355415,,,,,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,8307.668,4.3205,0.0685,1551.546,3.8634,3.1272,1.71
Gaia DR3 4054221429779134464,4054221429779134464,265.0494941150491,-32.23931511199049,0.11011725053638687,-0.1561205821127279,-3.150123135103696,0.9619183,19.296324,20.774895,18.273178,2.5017166,1.4785709,1.0231457,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429779135104,4054221429779135104,265.0414325504752,-32.24427957316027,-1.2592592810588943,3.587051358195851,1.5920681017187324,1.0438404,,,18.828594,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429779137280,4054221429779137280,265.0368724370329,-32.245687861683756,0.38598302925575645,2.291324535488593,-3.9864562665880454,0.9937547,19.777351,21.036642,18.71272,2.3239212,1.2592907,1.0646305,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429781527168,4054221429781527168,265.04710187612926,-32.25273260591303,0.7655997957784582,-5.5504958230099035,-6.899599377865617,1.2582922,19.527876,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429781533696,4054221429781533696,265.0459557136655,-32.25146382319241,,,,,20.58108,20.663054,19.035057,1.6279964,0.08197403,1.5460224,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429781533952,4054221429781533952,265.04764421098116,-32.25043711031289,,,,,20.668653,20.56482,19.022448,1.5423717,-0.10383415,1.6462059,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429781534848,4054221429781534848,265.04397519303126,-32.25215408248343,,,,,20.703182,20.783453,18.876446,1.9070072,0.08027077,1.8267365,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429781534976,4054221429781534976,265.05360823071703,-32.24676295188348,1.856909933931404,-4.819372482136706,-8.56899582281261,1.0775805,20.450674,23.795223,19.534624,4.260599,3.3445492,0.91604996,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054221429781538560,4054221429781538560,265.0461569448673,-32.249772335455674,,,,,20.91812,20.806204,19.498907,1.3072968,-0.11191559,1.4192123,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
