source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
6055652344041076352,193.51044140730804,-60.45825435157341,-0.007594058422210448,-8.15573189952276,-1.8299086381635754,1.370937,20.321098,20.855968,19.11486,1.741108,0.53487015,1.2062378,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
6055652584547243904,193.46828175160292,-60.45307787993582,0.5845741475091705,-10.213827414389815,-1.7835731762691815,0.96255785,19.20847,20.23241,18.268274,1.9641361,1.023941,0.9401951,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
6055652477159279872,193.4332551683715,-60.469411019475,0.40165100772895623,-7.0977101178084565,-1.032568897608515,1.0161479,17.77075,18.448774,16.99189,1.4568844,0.6780243,0.7788601,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4939.073,4.7871,-1.4836,1046.6744,0.9739,0.756,0.411
6055652477163000832,193.43589475990197,-60.46353882238356,0.3695436466462226,-10.964206431398155,0.8710679231550809,0.9663568,17.360992,17.988928,16.613853,1.3750744,0.6279354,0.747139,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4687.1147,4.38,-1.2966,1539.9637,0.5575,0.4329,0.2351
6055652477163000960,193.43794738468014,-60.463674809722036,0.45473612381251627,-5.686551862536312,-1.0019828087376985,1.1690176,17.967741,18.612896,17.073048,1.5398483,0.64515495,0.8946934,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5280.6426,4.6946,-3.9461,1231.4875,1.4521,1.1352,0.632
6055652481463354496,193.43032681671042,-60.46222702591696,-0.8883632192558971,-3.88976536322955,1.3241809925571268,1.522275,19.943235,20.46718,18.181585,2.285595,0.52394485,1.7616501,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
6055652481467988864,193.41070358978152,-60.470636583699275,0.12837942513423783,-5.561191543326107,0.03853524996597484,0.9921052,17.619976,18.831337,16.55599,2.2753468,1.2113609,1.0639858,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
6055652481467991040,193.41396193491866,-60.4701695432967,0.07732832980149411,-5.89629447690161,-0.9037903541434378,1.0239295,19.59169,20.605114,18.724207,1.880907,1.0134239,0.86748314,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
6055652481467991552,193.41149227523022,-60.469793904849034,1.4919766426346899,-9.52127126440682,-1.413804196596992,1.5599018,20.13849,20.733995,19.058237,1.6757584,0.59550476,1.0802536,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
6055652481467992576,193.42094450390871,-60.47017341054374,0.4458659240649236,-9.168938451007241,-0.58721861357808,0.97907615,18.174067,18.812212,17.44309,1.3691216,0.63814545,0.7309761,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4336.971,4.8807,-1.403,1030.5978,0.0249,0.0189,0.0101
