source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
3017363921584733312,83.80949283530093,-5.406854720590623,2.5825045193126637,1.2597223317909634,-0.5187376317637656,1.8535236,12.899689,1.2854776,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
3017363925878305792,83.8087241808175,-5.405762783948462,,,,,19.947792,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363925891624320,83.81350106645851,-5.408060246074651,,,,,20.447256,0.55351543,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363925891918720,83.79856690174842,-5.405959957284108,2.1740863046707632,2.5575985299718145,0.6081528380425337,0.8172815,16.569145,0.6569662,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
3017363925892195200,83.80802904058622,-5.407013511943602,,,,,19.472916,0.5718336,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363925892196480,83.80671490470903,-5.4071559912093345,2.483301527591757,0.9883252744423456,-2.22128149011281,0.82750976,15.201519,0.8177128,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
3017363925892203136,83.80052296310373,-5.409382416687098,,,,,18.48357,0.5777426,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363955944478976,83.81986174575565,-5.4011780668792415,1.7407527596177805,0.13704693295491224,1.0102836624957654,2.7006907,12.91065,1.3109283,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
3017363955944591872,83.8122213343957,-5.3913877729897655,2.171990047592252,0.2509425185280952,1.318372997995947,0.589754,16.050678,0.7519684,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017363955944596224,83.81467851101038,-5.393718322604109,,,,,16.03894,0.7089195,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363955944598016,83.81646336476675,-5.397229730069477,2.21666079919588,0.5169586073499223,-1.8805522398035475,6.844031,11.971803,1.5297518,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
3017363960237919616,83.81229137564995,-5.3942309845692735,2.3188246427957315,0.869169819219945,-0.3610677670717165,1.2190574,13.438087,0.9597578,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
3017363960238039680,83.81355652550663,-5.405860875359924,,,,,20.252161,1.4648724,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960238504320,83.81705685755182,-5.403187503818717,2.5919420206844017,-0.7538299059379799,-0.7970452024731289,0.44238216,16.23795,0.8022604,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
3017363960240472960,83.81568908377405,-5.403188832235408,,,,,18.371796,0.9216318,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960241957760,83.81908632801694,-5.401676856930045,2.0018925489364974,0.14940972693714535,1.2150847867236372,0.62120444,15.992051,0.91998005,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
3017363960241964032,83.81434928020994,-5.395964205202515,2.719521227140626,2.871763676457185,-0.9985097031917511,0.8079315,14.883596,0.8222046,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017363960242772608,83.81224586950792,-5.398328735655596,,,,,17.89076,0.79031754,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960243998208,83.8248635450752,-5.398196998370096,,,,,19.578102,0.57264805,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960246048384,83.82108366427607,-5.39437666537719,2.554384676909821,0.24007784374214403,0.01402701618067826,0.6779133,15.083577,0.90170956,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017363960246056064,83.81668342191298,-5.39805222236744,2.315446000850616,2.877940668894919,-0.9747636903702045,0.98887086,14.035638,1.1245317,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017363960251327232,83.81387406771833,-5.404778873049212,,,,,20.220041,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960251335424,83.80855876626886,-5.394014280766495,2.4630853446813226,2.5564873674969903,0.9608565679020091,0.5784394,13.862302,0.91900253,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
3017363960251388288,83.81317706401744,-5.396296897829705,2.5111332128509254,3.326775093672626,-0.4596993726907281,0.60764474,15.84747,0.7821884,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
3017363960251408640,83.81824448037594,-5.4009302529437315,2.4697160267802087,2.7732564947478506,-0.2523354556951776,1.2163177,13.208204,1.2269554,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
3017363960251430272,83.81209088738647,-5.397700889999376,,,,,18.851357,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960251432576,83.812457660596,-5.397976484857841,,,,,17.853552,0.7830944,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960251436032,83.8150716281334,-5.400855010569228,2.5040263824693425,1.4127396335614992,-1.5682913353153367,0.9874609,13.652496,1.1320705,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017363960251436544,83.81205821509339,-5.403268399521597,2.5238789749555406,-0.6759640029373506,0.12118358153472052,0.44096017,16.148521,0.96615124,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017363960251453440,83.81731206385007,-5.402890135179153,,,,,19.533358,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960251453568,83.81267105011773,-5.398456489892905,,,,,17.65272,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960251453952,83.81314072948706,-5.398109846981447,,,,,18.461996,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960251507712,83.81555554965772,-5.389581423391546,2.4449481714844348,2.540337027761388,-0.9070583748818307,0.7988692,13.872111,0.8988962,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017363960251514880,83.8224454090969,-5.400073013540897,1.8048230505431846,1.1515844908802786,-1.3210999147499138,0.29963568,17.406746,0.74519825,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
3017363960251927936,83.81408574659484,-5.392604204640558,2.3692334196376335,0.4497251564919544,0.41901908252617404,0.46864626,15.996441,0.71268845,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
3017363960251929472,83.80644690973142,-5.396558836561432,,,,,19.952845,0.6410866,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960252289664,83.81401035115518,-5.390029802815901,,,,,17.635056,0.64022064,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960252857600,83.81375683140529,-5.389771006268646,,,,,17.76992,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960253005056,83.81627640669275,-5.393879717935628,,,,,16.926985,0.7346411,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960254399872,83.81445982327283,-5.40316603967883,,,,,19.53535,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960254400128,83.81176171881329,-5.396229084003181,2.0928847820711938,-0.9788045646051856,-0.5930489360000446,0.96819997,16.080534,0.77197456,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
3017363960254402560,83.81629020445422,-5.4049555642920195,1.5098294493893352,5.118427215164455,0.34819112670113633,1.5092142,17.664417,0.761569,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017363960254402688,83.81496320062159,-5.4039605559852095,,,,,18.712029,0.7286577,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960254405760,83.80834566529255,-5.400121666248335,,,,,19.444044,0.62502193,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960254450944,83.81703985598152,-5.402297640474459,,,,,19.510134,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960254458112,83.81218577545211,-5.40357645515868,1.5794244941732971,-0.21047694542624176,-0.5059167154691127,1.6188143,16.085445,0.85681915,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
3017363960254475904,83.81688224477178,-5.3950467814390555,,,,,19.438974,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960255155584,83.80547522504575,-5.398061837813185,,,,,18.126802,0.5636282,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363960255208704,83.81582135108386,-5.390711348107488,,,,,15.843557,0.68541336,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363990304314496,83.80117083050114,-5.3966742014747995,2.0506792945254446,1.9694766711271776,-8.35666975077491E-4,3.341514,13.527704,1.1202497,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
3017363994598986496,83.79882604173376,-5.394551490928251,2.3546088949527797,1.2831500234813187,2.8717132665625256,0.47885254,15.937349,0.6096611,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
3017363994602370048,83.79886700413496,-5.3976924180876305,2.2060350027112365,4.157118051840947,3.3135902124198986,0.4518693,17.153784,0.5674763,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
3017363994602383616,83.79827980834148,-5.395617714705525,,,,,19.278633,0.5729437,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017363994611283840,83.79472386938706,-5.395745162995736,2.9823814399371273,1.9957288940152895,0.7402605184445672,1.6691818,11.514204,1.7473679,23.204847,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5904.7705,3.3143,-4.1228,322.4771,2.6997,2.0945,1.1757
3017363994614283520,83.79256336111759,-5.389311810309433,2.2575560193792876,2.2161283058635597,-1.5961759766161865,0.96966964,16.507862,0.8046446,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017364024664059264,83.80603161148471,-5.394521082798664,1.9904439476233229,1.2631527077711295,-0.7003493219049304,4.276293,14.139469,0.8464956,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
3017364028958089088,83.80914764947872,-5.393048264760316,,,,,19.73669,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017364028960744704,83.81181175358992,-5.3877769878851645,2.712267456643581,1.3756948567616876,-2.1203456473172517,0.56679446,16.418736,0.6399288,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017364028961454080,83.81135486875695,-5.389687403471102,3.6478780163152575,1.6887604883126073,1.059551731218513,0.40500945,16.383245,0.7067499,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017364028970732160,83.80964335531756,-5.385640189205715,,,,,18.595913,0.6223068,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017364028970863360,83.80803014898197,-5.388932435542551,2.2757445047288054,2.119558230743812,-0.0768528954055923,0.24811743,17.460384,0.58350086,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017364028970884864,83.80999027193677,-5.392679580426604,2.3673619946075903,1.8972306233077953,-1.5673238897566792,0.7042285,13.8195505,0.87210274,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3017364028971010432,83.80250640762617,-5.395592118222918,2.5982652208516392,2.435704893152813,-1.289360178318204,0.9373533,12.155404,1.2073565,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
3017364028971633792,83.80165330337742,-5.392245985750524,,,,,20.523378,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017364028973876992,83.80779988738897,-5.391217898869321,,,,,20.23655,0.50061226,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3017364028973886336,83.80634756578833,-5.384576894550246,2.952080010989151,3.645415884588365,-0.19234969626606574,1.0395466,17.49844,0.54752636,,"NOT_AVAILABLE",0,true,false,false,false,false,false,false,,,,,,,
