source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,has_epoch_photometry,teff_gspphot,mh_gspphot
6083693257774018176,201.29526060754029,-47.45357929671357,0.126175030818734,-2.7082835804698684,-6.541704331623506,1.056015,18.767061,19.157396,18.272848,0.8845482,0.39033508,0.4942131,,false,,
6083693257774022912,201.29751975424045,-47.45206284959453,0.27410239525601415,-3.302864388217176,-6.330918513207584,1.0050082,17.030096,17.307653,16.311316,0.9963379,0.27755737,0.7187805,,false,,
6083693257774023040,201.29911163392103,-47.45234493320907,-0.6421884879655713,-2.2174438248933406,-4.974393710847689,1.1929948,19.144918,,,,,,,false,,
6083693257774023936,201.2950683179566,-47.45184958210748,0.5368377799726057,-2.585831658099094,-5.614519710967837,1.0948653,19.490429,20.07357,18.989277,1.0842934,0.5831413,0.50115204,,false,,
6083693257774030080,201.2993482916246,-47.44987836229424,0.2123309702386565,-4.39287546699532,-6.256884722309474,0.99856734,19.795563,20.032724,19.060638,0.97208595,0.23716164,0.7349243,,false,,
6083693257774032128,201.29949227701417,-47.44894781490554,0.21144980017471954,-3.2386550476855884,-6.504621574886032,0.9447313,19.290672,19.619534,18.797136,0.82239723,0.32886124,0.493536,,false,,
6083693257774041856,201.3057784221876,-47.44474414288695,-0.12162584322370446,-3.9932374065056244,-6.3821427710144825,1.0395797,18.938879,19.341055,18.477718,0.86333656,0.4021759,0.46116066,,false,5378.296,-1.7412
6083693257775012096,201.29290289358596,-47.457404530878186,-1.0548150771944655,-3.5187185434720796,-5.861838051170361,1.1456296,19.779057,19.891966,18.966593,0.9253731,0.11290932,0.81246376,,false,,
6083693257775014528,201.28946415642108,-47.45543704351524,0.3273844365587213,-2.4331424521654714,-6.326204728048818,1.0325255,18.93555,18.082922,16.969652,1.1132698,-0.8526287,1.9658985,,false,,
6083693257775014784,201.30665765748958,-47.4555072893015,0.9963756687947191,-3.4003553224637018,-6.782758781097206,1.0229475,19.961275,20.46321,19.257221,1.2059879,0.50193405,0.7040539,,false,,
6083713117731548288,201.4920464735968,-47.44688042455291,,,,,19.648663,,,,,,,false,,
6083713117731549440,201.48795170880098,-47.44299455069869,,,,,19.14091,,,,,,,false,,
6083713117731554432,201.49400700708503,-47.44703530459448,,,,,18.819553,,,,,,,false,,
6083713117731558784,201.4912818615495,-47.4437841117264,,,,,19.552866,,,,,,,false,,
6083713117731558912,201.491507373781,-47.44345536720687,-0.5460648853748774,-2.6686760562275227,-6.629852368068647,1.0265236,18.82267,,,,,,,false,,
6083713117731561984,201.49666964252594,-47.44698970285533,,,,,19.590887,,,,,,,false,,
6083713117731563264,201.49535787446916,-47.445294365243235,,,,,19.067257,,,,,,,false,,
6083713117731574400,201.49083496605837,-47.438851580231926,0.46106728009637166,-4.283029548652111,-7.092265127922159,1.006797,19.182579,20.184,18.931847,1.2521534,1.001421,0.25073242,,false,,
6083713117731574912,201.49310961931178,-47.4407329414114,,,,,19.51274,,,,,,,false,,
6083713117731577600,201.4983527424419,-47.44438085192733,,,,,19.372807,,,,,,,false,,
6083713117731581568,201.49922171248224,-47.44433103037277,,,,,19.098654,19.583212,17.924099,1.6591129,0.4845581,1.1745548,,false,,
6083713117731597568,201.493560991971,-47.434917807480005,,,,,19.325432,,,,,,,false,,
6083713117731597824,201.5007648222293,-47.441055625341995,1.1454946765258673,-3.6952766535529586,-6.8744443297305855,1.3728614,18.710972,18.443214,17.794464,0.6487503,-0.26775742,0.9165077,,false,,
6083713117731599488,201.49487839029402,-47.43563341131452,0.6748485255239233,-3.8723951984491567,-6.288196206957721,1.1422422,18.835724,18.937819,18.308239,0.62957954,0.10209465,0.5274849,,false,5388.912,-3.4283
6083713117731600000,201.5021644797256,-47.44180343701975,,,,,18.57621,18.288704,17.610695,0.67800903,-0.2875061,0.96551514,,false,,
6083713117731600768,201.49625596209114,-47.43669935494759,,,,,19.19303,,,,,,,false,,
6083713117731611136,201.50100511141508,-47.43828709599436,,,,,18.533571,,,,,,,false,,
6083713117731613312,201.5021724417392,-47.43811861219643,,,,,19.200886,,,,,,,false,,
6083713117731614336,201.4974023760284,-47.433827012865045,,,,,19.472574,,,,,,,false,,
6083713117731618816,201.50180763043898,-47.43681512848173,,,,,19.47524,,,,,,,false,,
6083713117731620352,201.50068737669486,-47.43481945176473,0.060656184989274164,-3.261964992315214,-7.2211009911004895,2.1054668,18.131279,18.059345,17.339546,0.71979904,-0.07193375,0.7917328,,false,,
6083693292133751680,201.276888402817,-47.45587249660903,,,,,20.71246,,,,,,,false,,
6083511529120108672,201.9540017218616,-47.65121383820351,0.3653012308306705,-2.4070423621439465,-7.101739451066011,0.98818874,19.628239,19.697096,18.91446,0.78263664,0.06885719,0.71377945,,false,,
6083511529120140288,201.95488523210733,-47.649487383179455,-5.825812225155602E-4,-3.2411027868025433,-7.497398836639995,1.0029981,19.053553,19.227053,18.512161,0.71489143,0.17350006,0.5413914,,false,,
6083511529120140416,201.9540867820052,-47.649455786742756,-0.1789185472382014,-4.158977900740103,-7.0881862173290315,1.0756348,19.187923,19.586449,18.486795,1.0996532,0.39852524,0.701128,,false,,
6083511529120154624,201.95846222046657,-47.64850892546053,0.06823791113286648,-3.5672861116052133,-6.259824518183114,0.94382256,19.046404,19.471354,18.56669,0.9046631,0.42494965,0.47971344,,false,,
6083511529120161664,201.95254114444606,-47.64799022545585,-0.2724061482414495,-2.879485567044715,-7.517037655042967,1.1154901,19.981596,19.769281,18.679094,1.0901871,-0.2123146,1.3025017,,false,,
6083511529120188800,201.9506764968738,-47.64570521820887,-0.7487314844903192,-4.469824307210853,-6.729432589402608,1.0241994,19.452763,,,,,,,false,,
6083511529120209792,201.95372419249355,-47.64483180279109,0.062492931298541325,-3.03216749436688,-7.37919404771864,1.0546719,19.90421,20.497269,19.51188,0.9853878,0.59305954,0.39232826,,false,,
6083511529120230528,201.9635215990605,-47.64328991527279,0.25616846180008446,-3.462236508409408,-6.443952760141961,1.0820353,17.726568,17.451042,16.45621,0.994833,-0.27552605,1.270359,,false,,
6083511529120230656,201.9638821857656,-47.64375950124568,0.5414442398035363,-3.2688951994017708,-1.4807337739932058,1.1844585,20.232756,,,,,,,false,,
6083511529120237056,201.95724009705827,-47.6433536354734,0.0719313092835029,-3.7439052414522576,-6.964013818453043,0.9903475,17.882212,18.205004,17.413715,0.7912884,0.32279205,0.46849632,,false,5662.8286,-2.7282
6083511529120247424,201.96073131753874,-47.64269047023053,0.46012545473653615,-3.55296696110396,-7.5007331215079,1.1128762,19.59589,20.01045,19.003674,1.0067768,0.41456032,0.5922165,,false,,
6083511529120247552,201.95483203505535,-47.642647765414175,0.2642428183833712,-3.8262232620370975,-7.05966898032545,0.9814602,18.852982,19.220366,18.395525,0.82484055,0.36738396,0.4574566,,false,5570.482,-1.6309
6083511529120259840,201.95425897736757,-47.64191068989386,-0.15925681288840896,-2.8644387406099967,-7.756368363826034,1.0446255,19.535017,,,,,,,false,,
6083511529120263168,201.96142592316446,-47.64179444901929,0.20672096973056306,-3.7935831005296725,-7.273748231339783,1.0239635,18.830645,19.063114,18.253315,0.8097992,0.23246956,0.57732964,,false,5585.0786,-3.9535
6083511529120263680,201.9624207297042,-47.64174512773137,1.0865559330579375,-4.5896729492695885,-6.370889878057513,0.95880413,20.038202,20.619183,19.455656,1.1635265,0.5809803,0.58254623,,false,,
6083693292133753216,201.28755557180176,-47.455819115796906,0.6741627434603926,-2.4021842200348873,-6.6463208047861295,1.0028577,19.539835,19.66889,18.914164,0.7547264,0.12905502,0.6256714,,false,,
6083713152088506624,201.5124311475398,-47.45380086367001,-0.6327207565557436,-2.565241578872197,-6.673004301220898,1.2272025,17.35117,16.883112,15.847586,1.0355263,-0.46805763,1.5035839,,false,,
6083693257775015680,201.2911442069966,-47.454232113956834,-0.16079710019410412,-2.9432675598626385,-6.581176657010186,1.0393742,19.88446,19.804708,18.812279,0.99242973,-0.07975197,1.0721817,,false,,
6083693257775017984,201.30239101372592,-47.453299668603435,-0.14341786275247764,-3.5798247655795787,1.1057458973688379,0.90821767,20.114792,21.04058,19.31096,1.72962,0.9257889,0.8038311,,false,,
6083693257775024384,201.30030370904734,-47.4481165362312,1.0236534428730093,-3.7491386096465344,-6.205671137920332,1.0465144,19.919641,20.39502,19.51636,0.8786602,0.47537804,0.40328217,,false,,
6083693257775823616,201.29392335111854,-47.46545136117692,1.0819061472722584,-1.1748285102943097,-5.605004333025576,1.0085412,20.296535,20.329529,19.265898,1.063631,0.032993317,1.0306377,,false,,
6083693257775823744,201.2939458812615,-47.46569724783566,1.4372268224168798,-7.258838764541437,-6.585534041444913,1.3611848,20.293198,19.973728,19.069592,0.90413666,-0.31946945,1.2236061,,false,,
6083693257775834240,201.29749107301834,-47.46547462580239,1.4976802552913642,-31.641621392602072,-2.08222035412782,1.0037739,20.39296,21.825272,19.199139,2.626133,1.432312,1.193821,,false,,
6083693257775837696,201.29083665324552,-47.458536356354806,-0.030870195036288725,-4.556404465182724,-6.770495274907999,0.9095947,20.663097,21.986834,20.448807,1.5380268,1.3237362,0.21429062,,false,,
6083693257775852288,201.29220520172504,-47.453332315296265,3.7832545623210474,-3.3435056669197873,-7.683712962566382,1.5240709,20.186842,20.477385,19.293196,1.1841888,0.2905426,0.89364624,,false,,
6083693257775853184,201.30112498771862,-47.460709288662045,,,,,20.788927,20.906254,20.072536,0.83371735,0.11732674,0.7163906,,false,,
6083693257775860608,201.30465457507168,-47.45907185762671,-0.5354716782036117,3.559452879299644,-13.305368174923085,1.8156718,20.231522,20.601702,19.396524,1.2051773,0.37018013,0.8349972,,false,,
6083693257775863552,201.30053902470354,-47.453720736818035,0.35116944139142703,-3.7101321199245403,-7.089755675895901,0.9820638,20.170347,20.676647,19.612345,1.0643024,0.5063,0.5580025,,false,,
6083693257775863936,201.29762188735117,-47.451146815388825,,,,,20.600859,20.807032,19.15523,1.6518021,0.20617294,1.4456291,,false,,
6083693257775864960,201.297060774883,-47.45026102417296,,,,,20.828442,21.02186,19.497896,1.5239639,0.1934185,1.3305454,,false,,
6083693257775866624,201.30037625277174,-47.452331458239335,-0.7142584182770367,-3.2097317203899918,-5.439512931057655,0.9669245,20.21586,20.549444,19.474855,1.0745888,0.33358383,0.74100494,,false,,
6083693257775870976,201.3090800755321,-47.45768972415245,-0.3890635115232952,-0.7985254732515834,-0.3785452054821768,1.1526186,20.40275,20.615,19.376703,1.2382965,0.21224976,1.0260468,,false,,
6083693257775871872,201.2998817387011,-47.44945911200337,,,,,20.805796,,,,,,,false,,
6083693257775877632,201.30519028280185,-47.45220629582577,0.21432737924730144,-2.9571602800474883,-6.182994399017819,0.98047405,20.33412,20.835243,19.598091,1.2371521,0.5011234,0.7360287,,false,,
6083693257775882624,201.3037174731918,-47.44832967011989,,,,,20.812353,21.060286,19.789232,1.2710533,0.24793243,1.0231209,,false,,
6083693257776428032,201.2988217054423,-47.45691590783059,-0.48497658711123254,-3.0860197589378284,-6.825393830975403,1.1209352,20.4154,20.468523,19.349314,1.1192093,0.053123474,1.0660858,,false,,
6083693257776428928,201.30410642836193,-47.46087029695255,0.06835221046301423,-3.2412209461843693,-6.925314369896327,0.94177574,20.323853,20.294659,19.715235,0.5794239,-0.029193878,0.6086178,,false,,
6083693257776429056,201.29952503377993,-47.45671931453884,0.5208168050334635,-2.952970070368802,-6.433665101496036,0.9970668,19.976433,20.441835,19.329863,1.1119728,0.4654026,0.6465702,,false,,
6083693257776430976,201.3011864375513,-47.45583218310854,0.28734241909496955,-3.38768748526184,-6.505002780533474,1.0593429,20.413662,20.8313,20.088413,0.7428875,0.41763878,0.32524872,,false,,
6083693257776434944,201.3057626886331,-47.453125310433215,,,,,20.715101,19.332188,20.21723,-0.8850422,-1.3829136,0.4978714,,false,,
6083693257776436480,201.30864571898294,-47.45397020461545,0.18866965955613468,-1.2220447330348938,-3.826473976925516,1.0224013,20.672289,21.286577,20.062708,1.2238693,0.61428833,0.609581,,false,,
6083693257776437760,201.30937021608406,-47.45138836063661,-0.5883333195269749,-2.504559328575062,-6.052187297006441,1.011361,20.197239,20.280918,19.15924,1.1216774,0.0836792,1.0379982,,false,,
6083693257809346432,201.30041236344704,-47.46166098022362,-0.0026415416788615476,-2.897758174315516,-6.464003266519759,0.90199965,19.57587,,,,,,,false,,
6083693257809347072,201.29448981601993,-47.460954969206966,0.09351881528608556,-4.667352457024102,0.0846960636776048,1.1224864,15.500426,16.051456,14.790942,1.2605143,0.55103016,0.7094841,,false,5220.492,-0.0666
6083693257809348096,201.29061225517734,-47.460063173265944,-0.16619444128092192,-2.776788925427092,-6.490604388053322,1.050694,19.62344,19.614298,18.600758,1.0135403,-0.009141922,1.0226822,,false,,
6083693257809348608,201.2943675977487,-47.45936600600934,0.1349905088991893,-2.888927710520996,-6.026401050502907,1.0044928,16.472967,16.59085,16.162271,0.42857933,0.11788368,0.31069565,,false,7242.628,-1.9298
6083693257809349376,201.2914159355983,-47.45772618835392,-0.1384366709400407,-3.087728720211164,-6.6503921413207445,0.95341027,18.79169,19.144709,18.299896,0.8448124,0.3530178,0.4917946,,false,,
6083693257809349632,201.30106697211443,-47.45793045508067,0.5285823998885967,-2.6111831513078827,-6.737317325866142,0.97904855,18.141577,18.446098,17.608627,0.837471,0.30452156,0.53294945,,false,5664.1963,-2.8328
6083713117731627136,201.49873753602367,-47.431557033849515,,,,,19.384083,,,,,,,false,,
6083713117731627264,201.4990756896423,-47.431203025997135,,,,,19.393322,,,,,,,false,,
6083713117734155776,201.48681368742334,-47.452139009189025,,,,,19.656708,,,,,,,false,,
6083713117734165760,201.49210878265023,-47.44977041397743,,,,,18.900452,,,,,,,false,,
6083713117734172544,201.48689808850102,-47.440617323768244,,,,,19.318718,,,,,,,false,,
6083713117734175872,201.48790165420613,-47.439156095771764,1.2288336651813452,-3.5592270168859366,-4.618702781792952,1.1435295,19.561644,,,,,,,false,,
6083713117734176000,201.48754227357256,-47.43909020124001,,,,,19.530928,,,,,,,false,,
6083713117734178304,201.49504628774451,-47.44415903731178,,,,,19.218647,,,,,,,false,,
6083713117734182272,201.49091183127882,-47.437290284348705,,,,,19.34919,,,,,,,false,,
6083713117734187904,201.50064896025404,-47.44158320526398,,,,,19.824528,,,,,,,false,,
6083713117734188032,201.50113419536834,-47.44157561318237,,,,,19.02262,,,,,,,false,,
6083713117734710912,201.48902394977705,-47.43891652541238,,,,,19.5753,,,,,,,false,,
6083713117735088000,201.501159889329,-47.43562250067458,,,,,19.419735,,,,,,,false,,
6083713117735088896,201.50135491214849,-47.43879768132502,1.5157491869945376,-3.5394570767889793,-5.464101185189371,1.1352301,19.061478,,,,,,,false,,
6083713117735090048,201.5005777354811,-47.442855249853,-0.20911007579293894,-2.267253819542863,-6.849899564708285,0.94031674,18.600914,18.443705,17.614824,0.8288803,-0.1572094,0.9860897,,false,,
6083713117735099520,201.4930109505277,-47.45105663784322,,,,,19.699821,,19.8627,,,-0.16287804,,false,,
6083713117735102976,201.48223717337655,-47.44655853111809,-3.9399663215019856,-5.044930569370089,-9.358656002188834,1.6499664,19.556913,,,,,,,false,,
6083713117735248640,201.4953164898616,-47.433682049363455,,,,,19.445578,,,,,,,false,,
6083713117741609472,201.4839976557067,-47.446799426130745,-0.15365352776739982,-3.30727942766525,-6.3042452617379245,1.0871087,18.124975,18.068275,17.289251,0.7790241,-0.056699753,0.8357239,,false,,
6083713117741610368,201.49620220006756,-47.44623185422792,,,,,19.235031,19.157173,17.407919,1.7492542,-0.07785797,1.8271122,,false,,
6083713117741611136,201.48472672246334,-47.445661469479084,,,,,19.456236,,,,,,,false,,
6083511529120284928,201.9559507748257,-47.63994376444425,,,,,20.6307,20.48314,18.148495,2.3346462,-0.14755821,2.4822044,,false,,
6083511529120285056,201.95631732061173,-47.63987575059363,,,,,20.612,20.492863,19.429392,1.0634708,-0.11913681,1.1826077,,false,,
6083511529120285184,201.95562788443925,-47.64032852691947,,,,,20.701399,,,,,,,false,,
6083511529120285312,201.9552875904748,-47.64058173045384,0.09183659625415025,-3.7853711821045612,-6.703228841505945,0.992402,19.24958,19.456234,18.428104,1.0281296,0.2066536,0.821476,,false,,
6083511529120302592,201.9715269038802,-47.63967012492978,-0.253286780286618,-3.2025071651552173,-6.34644811495302,1.0415561,19.643154,20.257122,19.087154,1.1699677,0.6139679,0.55599976,,false,,
6083511529120303744,201.96732125155575,-47.63959497534796,0.5255514419774622,-8.560811252328543,-4.115416391396302,1.0056784,20.385635,,,,,,,false,,
6083511529120307328,201.96392748408348,-47.639378245508574,-0.2598478315138084,-2.1400404686494063,-6.914047030635231,1.0769527,20.119858,20.600857,19.480246,1.1206112,0.480999,0.6396122,,false,,
6083511529120308736,201.9559527933504,-47.6391319282929,0.33270953259611097,-4.228696932432909,-7.051329224183975,0.9990557,20.564888,20.784586,19.83696,0.9476261,0.21969795,0.72792816,,false,,
6083511529120312960,201.9677967097434,-47.6390933361345,5.937710010316419,-12.683456169285716,-11.25427456247047,1.4904078,19.79799,,,,,,,false,,
6083511529120316416,201.96689279659023,-47.63890906989385,0.6689348820504742,-3.409563278316583,-6.564387975773426,1.1183933,19.911846,20.198954,19.11181,1.087143,0.28710747,0.8000355,,false,,
6083511529120321920,201.95255925386675,-47.638431583686035,-0.21778346662295014,-3.420310158235103,-6.648633976364035,1.0979801,19.664719,19.982132,19.06428,0.9178524,0.31741333,0.6004391,,false,,
6083511529120326912,201.96612336182105,-47.637413149559706,0.5793360968845276,-7.031662243371085,-8.016369646642392,1.0019307,17.820099,18.17183,16.992004,1.1798248,0.35173035,0.8280945,,false,4618.797,-1.4585
6083511529120327040,201.96614481672438,-47.638301167211765,2.0708737627635596,-1.7554822663647256,-6.007965359455467,1.126365,20.018932,,,,,,,false,,
6083511529120331008,201.9585142224233,-47.637945551942245,0.4619423800130135,-3.3891218571641892,-6.4263212905299945,1.0079824,19.608238,20.10701,19.180975,0.9260349,0.49877167,0.42726326,,false,,
6083511529120331520,201.9705329206391,-47.63804035282454,0.38986587529286004,-4.022923956932473,-7.047897809463686,0.9667405,19.452793,19.892147,18.921947,0.9701996,0.43935394,0.53084564,,false,,
6083511529120333312,201.96287470606975,-47.63789244632489,0.8612977094173454,-2.8470837760715435,-6.52305503946035,1.090605,20.2511,20.672655,19.15999,1.5126648,0.42155457,1.0911102,,false,,
6083693292133747584,201.2736350751187,-47.45700092612702,2.0559672330212297,-2.187944347766858,-6.347276176663535,1.2320288,20.121777,19.995598,19.02469,0.9709072,-0.12617874,1.097086,,false,,
6083693257809350912,201.30417390892114,-47.455699041259464,,,,,20.086082,,,,,,,false,,
6083693257809351424,201.29035053933833,-47.455197437454515,0.15974874013938928,-3.494956204161803,-6.188849479615463,1.0045831,13.485925,14.035844,12.775482,1.2603617,0.5499191,0.71044254,222.30109,false,,
6083693257809351808,201.30216221108753,-47.4550141817815,0.1936627809098339,-2.8414146842782246,-6.629226250852816,1.0113565,16.744099,17.092577,16.05601,1.0365677,0.34847832,0.6880894,,false,6055.916,-1.404
6083693257809351936,201.29618095729188,-47.45379819191116,0.11491445418760093,-3.168792671797921,-6.745713031224442,0.97338116,18.629686,18.911526,18.190739,0.72078705,0.28183937,0.43894768,,false,5652.1226,-1.8966
6083693257809353216,201.2984042527701,-47.45225331370655,0.16538200491261953,-2.9753665298273404,-6.770771669897371,0.91729814,14.900714,15.444073,14.186361,1.2577114,0.5433588,0.7143526,,false,4959.783,-8.0E-4
6083693257809353728,201.30398429456113,-47.45193499236619,0.16394740065819002,-2.948198255051966,-6.647811162346192,1.0708135,19.604843,20.038395,19.079044,0.9593506,0.4335518,0.5257988,,false,,
6083693257809353856,201.30903669471456,-47.45200809274493,0.3227405587328708,-3.12394243652611,-0.06867792516918907,1.0383174,16.844515,17.259674,16.276384,0.9832897,0.41515923,0.5681305,,false,5062.166,-1.335
6083693257809353984,201.30106618812974,-47.451547223678254,0.6678265259816865,-13.292753466783218,-14.75653686218853,1.1875066,15.627399,16.013903,15.073006,0.940897,0.38650322,0.55439377,,false,5548.7295,-0.5893
6083693257809355392,201.30587079311294,-47.4504946055004,0.23239822420616554,-3.5858078804261293,-6.512402393062175,0.99816287,15.731451,16.183952,15.1023035,1.0816488,0.4525013,0.6291475,,false,5979.738,-0.8679
6083693257809355648,201.30259921041682,-47.44995071630307,0.16313066458021291,-2.8001538654074145,-6.979734124119268,1.0227305,16.29283,16.747272,15.682519,1.0647535,0.45444298,0.61031055,,false,5458.4116,-0.3203
6083693257809356032,201.29843469651706,-47.449397635323805,0.42511221256991627,-3.4887797305772823,-6.567134847262025,0.9659908,18.533508,18.927528,18.039255,0.88827324,0.39402008,0.49425316,,false,5483.0146,-1.7663
6083693257809357312,201.30437408487464,-47.44773626013486,0.47528827279505315,-3.826178965474804,-6.725177410402255,0.9864063,18.346645,18.71307,17.92374,0.7893295,0.36642456,0.42290497,,false,5638.468,-1.4378
6083693257809658752,201.30243918964655,-47.45943269077261,0.6239499958740922,-2.937514216403461,-8.064861265771404,1.052852,19.887825,20.913515,18.927135,1.9863796,1.0256901,0.96068954,,false,,
6083693257809659136,201.29665412929774,-47.458889692919094,0.8411903467798784,-3.731157609775658,-7.141959784074441,0.8715588,20.06449,20.808605,19.590517,1.2180882,0.7441158,0.47397232,,false,,
6083511529120336640,201.96525471719005,-47.63765993238384,-0.13129452438229616,-3.7848706462071,-7.0647860204240285,1.0466883,18.884155,18.983618,18.12711,0.85650826,0.09946251,0.75704575,,false,5299.854,-3.2587
6083511529120369152,201.96383472212491,-47.635800952589,-0.08494849823392928,-2.934151925484044,-6.640583917526261,0.97442734,18.54817,18.622355,17.710823,0.91153145,0.07418442,0.83734703,,false,5402.2827,-3.5658
6083511529120369408,201.96442817326334,-47.63560490944084,-1.6109951206695483,-2.115929343713595,-7.8900968247636705,1.2530046,20.014702,,,,,,,false,,
6083511529120374144,201.9605208622401,-47.63550833762618,-0.01966426698146438,-2.661268418466709,-7.2014497381643405,1.1110734,18.920675,,,,,,,false,,
6083511529120376320,201.95900032813216,-47.63544752420245,0.3722294391917341,-3.7968710501232144,-7.383697082638836,1.4159242,19.055851,19.320505,18.40707,0.913435,0.26465416,0.6487808,,false,,
6083511529120380416,201.9657086192261,-47.635297471812386,0.32534935384773866,-4.024084685198057,-6.005277726155021,1.0337055,19.932901,20.559732,19.347967,1.2117653,0.62683105,0.58493423,,false,,
6083511529120393984,201.96483779948986,-47.634480979740246,0.22772142931888273,-3.8703299778841007,-6.589059874097638,0.9875692,19.373852,19.832018,18.959751,0.87226677,0.45816612,0.41410065,,false,,
6083511529120408960,201.96717071096316,-47.63371416019361,0.5235987715765411,-4.569711246364571,-7.401764739966718,1.0135398,19.969095,20.528511,19.478928,1.0495834,0.5594158,0.49016762,,false,,
6083511529120415360,201.96543414960806,-47.63330984110862,0.1678325707805888,-3.429099005733167,-6.825885961070986,0.9137189,19.55276,20.123419,19.070894,1.0525246,0.57065964,0.48186493,,false,,
6083511529120415488,201.96315413864914,-47.633273710508846,1.6222986230228842,-4.241818568246777,-5.03957436205246,1.2227173,20.697609,21.269232,19.790186,1.4790459,0.57162285,0.907423,,false,,
6083511529120446848,201.96283774565978,-47.6313552780365,0.5802137622497999,-2.5706274179348436,-5.049439666171471,1.0527613,20.065248,,,,,,,false,,
6083511529120446976,201.96347180213724,-47.63136890487996,-0.613956841649846,-3.1262171138410006,-7.420189578365688,1.0778124,19.210268,19.295856,18.446453,0.8494034,0.085588455,0.7638149,,false,,
6083511529120460800,201.96797522928918,-47.63120565831582,-0.13971001781561565,-3.8658408269451625,-7.34628731848735,0.9578,19.01467,19.197205,18.273373,0.92383194,0.18253517,0.74129677,,false,,
6083511529120470144,201.96782996859375,-47.63075693369373,0.11070625589508501,-2.473926922085315,-6.507584762945571,1.0200739,19.511824,,,,,,,false,,
6083511529120481408,201.96352563120897,-47.629978037119656,,,,,19.3829,,,,,,,false,,
6083511529127035392,201.95647097686233,-47.64859627884107,9.025324620715915,-16.12218808615317,-4.104482223301941,1.5600097,20.542604,20.970688,18.962109,2.0085793,0.42808342,1.5804958,,false,,
6083713117741611904,201.48947687374474,-47.445412017905525,0.2774964306182829,-2.870950504815335,-6.199393551858131,1.0124837,18.501032,18.9599,18.187855,0.77204514,0.45886803,0.3131771,,false,,
6083713117741612288,201.49358738587927,-47.44542378036799,-0.2014739332141542,-0.4602655845544642,1.2517418942912164,5.577491,16.459768,16.631329,15.69853,0.9327984,0.17156029,0.7612381,,false,,
6083713117741614720,201.5005917856151,-47.44446344386361,,,,,17.610378,17.406063,16.568602,0.8374615,-0.20431519,1.0417767,,false,,
6083713117741616256,201.4899312569611,-47.44377993571162,0.1919729010152244,-4.190114769868709,-6.741129132504291,1.2799879,18.253376,18.142889,17.249754,0.8931351,-0.110486984,1.003622,,false,,
6083713117741618304,201.49174863674972,-47.442553017497524,0.6899426468650821,-3.5304873626369453,-5.534063724696248,1.1322759,18.017597,17.885897,17.110931,0.7749653,-0.13170052,0.9066658,,false,,
6083713117741619968,201.4875365517793,-47.44205483884363,,,,,18.690569,,,,,,,false,,
6083713117741624064,201.49914352522603,-47.440456003348395,,,,,18.957975,,,,,,,false,,
6083713117741625088,201.5016714029656,-47.44031820614392,0.1189144880073918,-3.227278239804875,-6.702172018699064,1.656926,18.674982,,,,,,,false,,
6083713117741625984,201.49774794106992,-47.43942923400062,-3.7987073083177894,-2.7682991700898345,-7.730965065202902,1.6257137,18.06584,17.516104,16.523697,0.99240685,-0.549736,1.5421429,,false,,
6083713117741631488,201.500396882182,-47.4367462590009,0.07583108410456152,-2.4023474367387516,-6.202296068553299,0.93161714,18.514387,18.195198,17.36157,0.8336277,-0.31918907,1.1528168,,false,,
6083713117742004480,201.5017326112311,-47.44262029315102,0.5950444642608264,-2.902323138799636,-6.994729816351022,1.069832,18.106121,18.120205,17.22438,0.89582443,0.014083862,0.88174057,,false,,
6083713117742005376,201.50353230836078,-47.44226276787076,0.31987095050086706,-4.165441275590296,-6.820588017458807,0.85052115,18.425701,18.61079,17.13176,1.4790306,0.18508911,1.2939415,,false,,
6083713117742006656,201.50212275553133,-47.43759230224645,0.3658124688525183,-3.166250221451363,-6.664040479398013,1.7623451,17.032667,16.967497,15.993247,0.97424984,-0.06517029,1.0394201,,false,,
6083713117742006912,201.49954702690428,-47.434996104007055,0.23785415053135045,-3.544900443832346,-6.659886020631948,0.9823375,15.257376,15.753663,14.574245,1.1794176,0.49628735,0.68313026,,false,5668.623,-0.5364
6083713117742322304,201.4909175109621,-47.436961610669584,,,,,19.545572,,,,,,,false,,
6083713117746030336,201.4925731257354,-47.44399956131447,,,,,18.022532,17.75149,17.0762,0.67528915,-0.27104187,0.946331,,false,,
6083713147769955840,201.5193434446464,-47.438577642125345,-0.4769320046090689,-2.351914251247655,-6.550924814841306,1.4073751,16.88534,16.7749,16.013153,0.76174736,-0.1104393,0.87218666,,false,,
6083693257809728256,201.30600054587725,-47.449339364241325,-0.4998334128390436,-4.746804134152502,-7.643266230731783,1.004292,20.456396,20.791391,19.589931,1.2014599,0.33499527,0.8664646,,false,,
6083693257809752448,201.29570627598045,-47.46021343071201,,,,,20.769361,21.042816,19.94279,1.1000271,0.27345467,0.8265724,,false,,
6083693257809752576,201.2971796932884,-47.46068215448984,-0.3504687191351092,-0.8795714559307306,-7.90404110574564,1.0126734,20.488,20.95539,19.750916,1.2044754,0.46739006,0.73708534,,false,,
6083693257816563328,201.29259801761097,-47.459397808900825,5.998616610304193,-3.43495811398066,-6.14539714163411,2.9740388,19.318321,19.135513,18.231497,0.9040165,-0.18280792,1.0868244,,false,,
